last,first,name,height,DOB,homeTown,year,season,city,state,country
Pesklewis,Matt,Matt Pesklewis,6-2,5/21/1968,"Edmonton, Alberta",1988,1988-89,Edmonton,Alberta,Canada
Regan,Rob,Rob Regan,-,,,1988,1988-89,,,
Ronan,Ed,Ed Ronan,6-0,3/21/1968,"Quincy, Massachusetts",1988,1988-89,Quincy,Massachusetts,United States
Sacco,Joe,Joe Sacco,6-1,2/4/1969,"Medford, Massachusetts",1988,1988-89,Medford,Massachusetts,United States
Sacco,David,David Sacco,6-1,7/31/1971,"Malden, Massachusetts",1988,1988-89,Malden,Massachusetts,United States
Sullivan,Mike,Mike Sullivan,6-2,2/27/1968,"Marshfield, Massachusetts",1988,1988-89,Marshfield,Massachusetts,United States
Tomlinson,David,David Tomlinson,5-11,5/8/1969,"Vancouver, British Columbia",1988,1988-89,Vancouver,British Columbia,Canada
Trentini,Ron,Ron Trentini,-,,,1988,1988-89,,,
Wood,Ian,Ian Wood,5-7,5/22/1966,"Manchester, Massachusetts",1988,1988-89,Manchester,Massachusetts,United States
Bradley,John,John Bradley,6-1,2/5/1968,"Pawtucket, Rhode Island",1988,1988-89,Pawtucket,Rhode Island,United States
Fish,Peter,Peter Fish,5-9,1/3/1966,"East Greenwich, Rhode Island",1988,1988-89,East Greenwich,Rhode Island,United States
LaFort,Bryan,Bryan LaFort,-,6/30/1970,"Potsdam, New York",1988,1988-89,Potsdam,New York,United States
Ahola,Peter,Peter Ahola,6-3,5/14/1968,"Helsinki, Finland",1989,1989-90,Helsinki,Uusimaa,Finland
Brownschidle,Mark,Mark Brownschidle,6-2,10/26/1970,"Buffalo, New York",1989,1989-90,Buffalo,New York,United States
Dion,Tom,Tom Dion,5-11,4/22/1969,"Massena, New York",1989,1989-90,Massena,New York,United States
Foster,Stephen,Stephen Foster,6-3,3/21/1971,"Brockton, Massachusetts",1989,1989-90,Brockton,Massachusetts,United States
Krys,Mark,Mark Krys,6-0,5/29/1969,"Timmins, Ontario",1989,1989-90,Timmins,Ontario,Canada
Legault,Alexandre,Alexandre Legault,6-1,12/27/1971,"Chicoutimi, Quebec",1989,1989-90,Chicoutimi,Quebec,Canada
O'Sullivan,Kevin,Kevin O'Sullivan,5-11,11/13/1970,"Boston, Massachusetts",1989,1989-90,Boston,Massachusetts,United States
Von Stefenelli,Phil,Phil Von Stefenelli,5-11,4/10/1969,"Vancouver, British Columbia",1989,1989-90,Vancouver,British Columbia,Canada
Amonte,Tony,Tony Amonte,6-0,8/2/1970,"Hingham, Massachusetts",1989,1989-90,Hingham,Massachusetts,United States
Bavis,Mike,Mike Bavis,6-0,3/13/1970,"Roslindale, Massachusetts",1989,1989-90,Roslindale,Massachusetts,United States
Bavis,Mark,Mark Bavis,6-1,3/13/1970,"Roslindale, Massachusetts",1989,1989-90,Roslindale,Massachusetts,United States
Dahlberg,Dave,Dave Dahlberg,6-0,2/23/1971,"Bloomington, Minnesota",1989,1989-90,Bloomington,Minnesota,United States
Koskimaki,Petteri,Petteri Koskimaki,6-2,5/5/1971,"Helsinki, Finland",1989,1989-90,Helsinki,Uusimaa,Finland
MacDonald,Darin,Darin MacDonald,6-0,1/30/1970,"Calgary, Alberta",1989,1989-90,Calgary,Alberta,Canada
McCann,Chris,Chris McCann,6-1,10/13/1967,"Woburn, Massachusetts",1989,1989-90,Woburn,Massachusetts,United States
McEachern,Shawn,Shawn McEachern,5-11,2/28/1969,"Waltham, Massachusetts",1989,1989-90,Waltham,Massachusetts,United States
Regan,Rob,Rob Regan,-,,,1989,1989-90,,,
Ronan,Ed,Ed Ronan,6-0,3/21/1968,"Quincy, Massachusetts",1989,1989-90,Quincy,Massachusetts,United States
Sacco,Joe,Joe Sacco,6-1,2/4/1969,"Medford, Massachusetts",1989,1989-90,Medford,Massachusetts,United States
Sacco,David,David Sacco,6-1,7/31/1971,"Malden, Massachusetts",1989,1989-90,Malden,Massachusetts,United States
Sullivan,Mike,Mike Sullivan,6-2,2/27/1968,"Marshfield, Massachusetts",1989,1989-90,Marshfield,Massachusetts,United States
Tomlinson,David,David Tomlinson,5-11,5/8/1969,"Vancouver, British Columbia",1989,1989-90,Vancouver,British Columbia,Canada
Trentini,Ron,Ron Trentini,-,,,1989,1989-90,,,
Bradley,John,John Bradley,6-1,2/5/1968,"Pawtucket, Rhode Island",1989,1989-90,Pawtucket,Rhode Island,United States
Cashman,Scott,Scott Cashman,6-2,9/20/1969,"Ottawa, Ontario",1989,1989-90,Ottawa,Ontario,Canada
Ahola,Peter,Peter Ahola,6-3,5/14/1968,"Helsinki, Finland",1990,1990-91,Helsinki,Uusimaa,Finland
Brownschidle,Mark,Mark Brownschidle,6-2,10/26/1970,"Buffalo, New York",1990,1990-91,Buffalo,New York,United States
Dion,Tom,Tom Dion,5-11,4/22/1969,"Massena, New York",1990,1990-91,Massena,New York,United States
Foster,Stephen,Stephen Foster,6-3,3/21/1971,"Brockton, Massachusetts",1990,1990-91,Brockton,Massachusetts,United States
Krys,Mark,Mark Krys,6-0,5/29/1969,"Timmins, Ontario",1990,1990-91,Timmins,Ontario,Canada
Lachance,Scott,Scott Lachance,6-1,10/22/1972,"Charlottesville, Virgina",1990,1990-91,Charlottesville,Virgina,United States
Legault,Alexandre,Alexandre Legault,6-1,12/27/1971,"Chicoutimi, Quebec",1990,1990-91,Chicoutimi,Quebec,Canada
O'Sullivan,Kevin,Kevin O'Sullivan,5-11,11/13/1970,"Boston, Massachusetts",1990,1990-91,Boston,Massachusetts,United States
Von Stefenelli,Phil,Phil Von Stefenelli,5-11,4/10/1969,"Vancouver, British Columbia",1990,1990-91,Vancouver,British Columbia,Canada
Amonte,Tony,Tony Amonte,6-0,8/2/1970,"Hingham, Massachusetts",1990,1990-91,Hingham,Massachusetts,United States
Bavis,Mike,Mike Bavis,6-0,3/13/1970,"Roslindale, Massachusetts",1990,1990-91,Roslindale,Massachusetts,United States
Bavis,Mark,Mark Bavis,6-1,3/13/1970,"Roslindale, Massachusetts",1990,1990-91,Roslindale,Massachusetts,United States
Dahlberg,Dave,Dave Dahlberg,6-0,2/23/1971,"Bloomington, Minnesota",1990,1990-91,Bloomington,Minnesota,United States
Friedman,Doug,Doug Friedman,5-11,9/1/1971,"Cape Elizabeth, Maine",1990,1990-91,Cape Elizabeth,Maine,United States
Koskimaki,Petteri,Petteri Koskimaki,6-2,5/5/1971,"Helsinki, Finland",1990,1990-91,Helsinki,Uusimaa,Finland
MacDonald,Darin,Darin MacDonald,6-0,1/30/1970,"Calgary, Alberta",1990,1990-91,Calgary,Alberta,Canada
McCann,Chris,Chris McCann,6-1,10/13/1967,"Woburn, Massachusetts",1990,1990-91,Woburn,Massachusetts,United States
McEachern,Shawn,Shawn McEachern,5-11,2/28/1969,"Waltham, Massachusetts",1990,1990-91,Waltham,Massachusetts,United States
Pratt,Jon,Jon Pratt,6-1,9/25/1970,"Danvers, Massachusetts",1990,1990-91,Danvers,Massachusetts,United States
Ronan,Ed,Ed Ronan,6-0,3/21/1968,"Quincy, Massachusetts",1990,1990-91,Quincy,Massachusetts,United States
Sacco,David,David Sacco,6-1,7/31/1971,"Malden, Massachusetts",1990,1990-91,Malden,Massachusetts,United States
Tkachuk,Keith,Keith Tkachuk,6-2,3/28/1972,"Melrose, Massachusetts",1990,1990-91,Melrose,Massachusetts,United States
Tomlinson,David,David Tomlinson,5-11,5/8/1969,"Vancouver, British Columbia",1990,1990-91,Vancouver,British Columbia,Canada
Vachon,Nick,Nick Vachon,5-10,7/20/1972,"Montreal, Quebec",1990,1990-91,Montreal,Quebec,Canada
Bise,Chris,Chris Bise,-,,,1990,1990-91,,,
Bradley,John,John Bradley,6-1,2/5/1968,"Pawtucket, Rhode Island",1990,1990-91,Pawtucket,Rhode Island,United States
Cashman,Scott,Scott Cashman,6-2,9/20/1969,"Ottawa, Ontario",1990,1990-91,Ottawa,Ontario,Canada
Aucoin,Adrian,Adrian Aucoin,6-2,7/3/1973,"Ottawa, Ontario",1991,1991-92,Ottawa,Ontario,Canada
Brennan,Rich,Rich Brennan,6-2,11/26/1972,"Schenectady, New York",1991,1991-92,Schenectady,New York,United States
Brownschidle,Mark,Mark Brownschidle,6-2,10/26/1970,"Buffalo, New York",1991,1991-92,Buffalo,New York,United States
Dion,Tom,Tom Dion,5-11,4/22/1969,"Massena, New York",1991,1991-92,Massena,New York,United States
Donato,Dan,Dan Donato,-,05/15/1970,"Dedham, Massachusetts",1991,1991-92,Dedham,Massachusetts,United States
Foster,Stephen,Stephen Foster,6-3,3/21/1971,"Brockton, Massachusetts",1991,1991-92,Brockton,Massachusetts,United States
Linna,Kaj,Kaj Linna,6-2,1/24/1971,"Helsinki, Finland",1991,1991-92,Helsinki,Uusimaa,Finland
O'Sullivan,Kevin,Kevin O'Sullivan,5-11,11/13/1970,"Boston, Massachusetts",1991,1991-92,Boston,Massachusetts,United States
Bavis,Mike,Mike Bavis,6-0,3/13/1970,"Roslindale, Massachusetts",1991,1991-92,Roslindale,Massachusetts,United States
Bavis,Mark,Mark Bavis,6-1,3/13/1970,"Roslindale, Massachusetts",1991,1991-92,Roslindale,Massachusetts,United States
Dahlberg,Dave,Dave Dahlberg,6-0,2/23/1971,"Bloomington, Minnesota",1991,1991-92,Bloomington,Minnesota,United States
Friedman,Doug,Doug Friedman,5-11,9/1/1971,"Cape Elizabeth, Maine",1991,1991-92,Cape Elizabeth,Maine,United States
Jacques,Jon,Jon Jacques,5-11,,"Bellingham, Massachusetts",1991,1991-92,Bellingham,Massachusetts,United States
Jenkins,Jon,Jon Jenkins,5-11,11/6/1970,"Boston, Massachusetts",1991,1991-92,Boston,Massachusetts,United States
Koskimaki,Petteri,Petteri Koskimaki,6-2,5/5/1971,"Helsinki, Finland",1991,1991-92,Helsinki,Uusimaa,Finland
Lilley,John,John Lilley,5-9,8/3/1972,"Wakefield, Massachusetts",1991,1991-92,Wakefield,Massachusetts,United States
Pomichter,Mike,Mike Pomichter,6-1,9/10/1973,"New Haven, Connecticut",1991,1991-92,New Haven,Connecticut,United States
Pratt,Jon,Jon Pratt,6-1,9/25/1970,"Danvers, Massachusetts",1991,1991-92,Danvers,Massachusetts,United States
Prendergast,Mike,Mike Prendergast,5-10,10/22/1972,"South Boston, Massachusetts",1991,1991-92,South Boston,Massachusetts,United States
Rausch,Ken,Ken Rausch,6-0,3/26/1973,"Danbury, Connecticut",1991,1991-92,Danbury,Connecticut,United States
Sacco,David,David Sacco,6-1,7/31/1971,"Malden, Massachusetts",1991,1991-92,Malden,Massachusetts,United States
Thornton,Steve,Steve Thornton,5-10,3/8/1973,"Edmonton, Alberta",1991,1991-92,Edmonton,Alberta,Canada
Vachon,Nick,Nick Vachon,5-10,7/20/1972,"Montreal, Quebec",1991,1991-92,Montreal,Quebec,Canada
Bise,Chris,Chris Bise,-,,,1991,1991-92,,,
Cashman,Scott,Scott Cashman,6-2,9/20/1969,"Ottawa, Ontario",1991,1991-92,Ottawa,Ontario,Canada
Herlofsky,Derek,Derek Herlofsky,5-10,10/1/1971,"Minneapolis, Minnesota",1991,1991-92,Minneapolis,Minnesota,United States
McKersie,J.P.,J.P. McKersie,6-1,1/23/1972,"Madison, Wisconsin",1991,1991-92,Madison,Wisconsin,United States
Brennan,Rich,Rich Brennan,6-2,11/26/1972,"Schenectady, New York",1992,1992-93,Schenectady,New York,United States
Donato,Dan,Dan Donato,-,05/15/1970,"Dedham, Massachusetts",1992,1992-93,Dedham,Massachusetts,United States
Foster,Stephen,Stephen Foster,6-3,3/21/1971,"Brockton, Massachusetts",1992,1992-93,Brockton,Massachusetts,United States
Linna,Kaj,Kaj Linna,6-2,1/24/1971,"Helsinki, Finland",1992,1992-93,Helsinki,Uusimaa,Finland
O'Sullivan,Kevin,Kevin O'Sullivan,5-11,11/13/1970,"Boston, Massachusetts",1992,1992-93,Boston,Massachusetts,United States
O'Sullivan,Chris,Chris O'Sullivan,6-2,5/15/1974,"Dorchester, Massachusetts",1992,1992-93,Dorchester,Massachusetts,United States
Wood,Doug,Doug Wood,6-0,1/7/1974,"Waltham, Massachusetts",1992,1992-93,Waltham,Massachusetts,United States
Bavis,Mike,Mike Bavis,6-0,3/13/1970,"Roslindale, Massachusetts",1992,1992-93,Roslindale,Massachusetts,United States
Bavis,Mark,Mark Bavis,6-1,3/13/1970,"Roslindale, Massachusetts",1992,1992-93,Roslindale,Massachusetts,United States
Friedman,Doug,Doug Friedman,5-11,9/1/1971,"Cape Elizabeth, Maine",1992,1992-93,Cape Elizabeth,Maine,United States
Jenkins,Jon,Jon Jenkins,5-11,11/6/1970,"Boston, Massachusetts",1992,1992-93,Boston,Massachusetts,United States
Joubert,Jacques,Jacques Joubert,6-2,3/23/1971,"South Bend, Indiana",1992,1992-93,South Bend,Indiana,United States
Koskimaki,Petteri,Petteri Koskimaki,6-2,5/5/1971,"Helsinki, Finland",1992,1992-93,Helsinki,Uusimaa,Finland
Lachance,Bob,Bob Lachance,6-0,2/1/1974,"Bristol, Connecticut",1992,1992-93,Bristol,Connecticut,United States
Lilley,John,John Lilley,5-9,8/3/1972,"Wakefield, Massachusetts",1992,1992-93,Wakefield,Massachusetts,United States
Pandolfo,Jay,Jay Pandolfo,6-1,12/27/1974,"Winchester, Massachusetts",1992,1992-93,Winchester,Massachusetts,United States
Pomichter,Mike,Mike Pomichter,6-1,9/10/1973,"New Haven, Connecticut",1992,1992-93,New Haven,Connecticut,United States
Pratt,Jon,Jon Pratt,6-1,9/25/1970,"Danvers, Massachusetts",1992,1992-93,Danvers,Massachusetts,United States
Prendergast,Mike,Mike Prendergast,5-10,10/22/1972,"South Boston, Massachusetts",1992,1992-93,South Boston,Massachusetts,United States
Rausch,Ken,Ken Rausch,6-0,3/26/1973,"Danbury, Connecticut",1992,1992-93,Danbury,Connecticut,United States
Sacco,David,David Sacco,6-1,7/31/1971,"Malden, Massachusetts",1992,1992-93,Malden,Massachusetts,United States
Thornton,Steve,Steve Thornton,5-10,3/8/1973,"Edmonton, Alberta",1992,1992-93,Edmonton,Alberta,Canada
Bise,Chris,Chris Bise,-,,,1992,1992-93,,,
Cashman,Scott,Scott Cashman,6-2,9/20/1969,"Ottawa, Ontario",1992,1992-93,Ottawa,Ontario,Canada
Herlofsky,Derek,Derek Herlofsky,5-10,10/1/1971,"Minneapolis, Minnesota",1992,1992-93,Minneapolis,Minnesota,United States
McKersie,J.P.,J.P. McKersie,6-1,1/23/1972,"Madison, Wisconsin",1992,1992-93,Madison,Wisconsin,United States
Brennan,Rich,Rich Brennan,6-2,11/26/1972,"Schenectady, New York",1993,1993-94,Schenectady,New York,United States
Coleman,Jon,Jon Coleman,6-1,3/9/1975,"Boston, Massachusetts",1993,1993-94,Boston,Massachusetts,United States
Donato,Dan,Dan Donato,-,05/15/1970,"Dedham, Massachusetts",1993,1993-94,Dedham,Massachusetts,United States
Foster,Stephen,Stephen Foster,6-3,3/21/1971,"Brockton, Massachusetts",1993,1993-94,Brockton,Massachusetts,United States
Johnson,Shane,Shane Johnson,5-10,1/1/1974,"Brandon, Manitoba",1993,1993-94,Brandon,Manitoba,Canada
Linna,Kaj,Kaj Linna,6-2,1/24/1971,"Helsinki, Finland",1993,1993-94,Helsinki,Uusimaa,Finland
O'Sullivan,Chris,Chris O'Sullivan,6-2,5/15/1974,"Dorchester, Massachusetts",1993,1993-94,Dorchester,Massachusetts,United States
Wood,Doug,Doug Wood,6-0,1/7/1974,"Waltham, Massachusetts",1993,1993-94,Waltham,Massachusetts,United States
Bates,Shawn,Shawn Bates,6-0,4/3/1975,"Melrose, Massachusetts",1993,1993-94,Melrose,Massachusetts,United States
Dahlberg,Dave,Dave Dahlberg,6-0,2/23/1971,"Bloomington, Minnesota",1993,1993-94,Bloomington,Minnesota,United States
Friedman,Doug,Doug Friedman,5-11,9/1/1971,"Cape Elizabeth, Maine",1993,1993-94,Cape Elizabeth,Maine,United States
Grier,Mike,Mike Grier,6-1,1/5/1975,"Detroit, Michigan",1993,1993-94,Detroit,Michigan,United States
Jenkins,Jon,Jon Jenkins,5-11,11/6/1970,"Boston, Massachusetts",1993,1993-94,Boston,Massachusetts,United States
Joubert,Jacques,Jacques Joubert,6-2,3/23/1971,"South Bend, Indiana",1993,1993-94,South Bend,Indiana,United States
Lachance,Bob,Bob Lachance,6-0,2/1/1974,"Bristol, Connecticut",1993,1993-94,Bristol,Connecticut,United States
Pandolfo,Jay,Jay Pandolfo,6-1,12/27/1974,"Winchester, Massachusetts",1993,1993-94,Winchester,Massachusetts,United States
Pierce,Bill,Bill Pierce,6-1,10/6/1974,"Burlington, Massachusetts",1993,1993-94,Burlington,Massachusetts,United States
Pomichter,Mike,Mike Pomichter,6-1,9/10/1973,"New Haven, Connecticut",1993,1993-94,New Haven,Connecticut,United States
Pratt,Jon,Jon Pratt,6-1,9/25/1970,"Danvers, Massachusetts",1993,1993-94,Danvers,Massachusetts,United States
Prendergast,Mike,Mike Prendergast,5-10,10/22/1972,"South Boston, Massachusetts",1993,1993-94,South Boston,Massachusetts,United States
Rausch,Ken,Ken Rausch,6-0,3/26/1973,"Danbury, Connecticut",1993,1993-94,Danbury,Connecticut,United States
Thornton,Steve,Steve Thornton,5-10,3/8/1973,"Edmonton, Alberta",1993,1993-94,Edmonton,Alberta,Canada
Wright,Matt,Matt Wright,6-0,4/27/1973,"Belmont, Massachusetts",1993,1993-94,Belmont,Massachusetts,United States
Bise,Chris,Chris Bise,-,,,1993,1993-94,,,
Ferullo,Shawn,Shawn Ferullo,5-8,,"Lynnfield, Massachusetts",1993,1993-94,Lynnfield,Massachusetts,United States
Herlofsky,Derek,Derek Herlofsky,5-10,10/1/1971,"Minneapolis, Minnesota",1993,1993-94,Minneapolis,Minnesota,United States
McKersie,J.P.,J.P. McKersie,6-1,1/23/1972,"Madison, Wisconsin",1993,1993-94,Madison,Wisconsin,United States
Alger,Rich,Rich Alger,6-2,,"Barnstable, Massachusetts",1994,1994-95,Barnstable,Massachusetts,United States
Brennan,Rich,Rich Brennan,6-2,11/26/1972,"Schenectady, New York",1994,1994-95,Schenectady,New York,United States
Coleman,Jon,Jon Coleman,6-1,3/9/1975,"Boston, Massachusetts",1994,1994-95,Boston,Massachusetts,United States
Johnson,Shane,Shane Johnson,5-10,1/1/1974,"Brandon, Manitoba",1994,1994-95,Brandon,Manitoba,Canada
Kealty,Jeff,Jeff Kealty,6-4,4/9/1976,"Newton, Massachusetts",1994,1994-95,Newton,Massachusetts,United States
Kelleher,Chris,Chris Kelleher,6-1,3/23/1975,"Belmont, Massachusetts",1994,1994-95,Belmont,Massachusetts,United States
Linna,Kaj,Kaj Linna,6-2,1/24/1971,"Helsinki, Finland",1994,1994-95,Helsinki,Uusimaa,Finland
O'Sullivan,Chris,Chris O'Sullivan,6-2,5/15/1974,"Dorchester, Massachusetts",1994,1994-95,Dorchester,Massachusetts,United States
Wood,Doug,Doug Wood,6-0,1/7/1974,"Waltham, Massachusetts",1994,1994-95,Waltham,Massachusetts,United States
Bates,Shawn,Shawn Bates,6-0,4/3/1975,"Melrose, Massachusetts",1994,1994-95,Melrose,Massachusetts,United States
Donatelli,Peter,Peter Donatelli,5-10,11/05/1975,"North Providence, Rhode Island",1994,1994-95,North Providence,Rhode Island,United States
Drury,Chris,Chris Drury,5-10,8/20/1976,"Trumbull, Connecticut",1994,1994-95,Trumbull,Connecticut,United States
Grier,Mike,Mike Grier,6-1,1/5/1975,"Detroit, Michigan",1994,1994-95,Detroit,Michigan,United States
Hynes,John,John Hynes,5-9,2/10/1975,"Warwick, Rhode Island",1994,1994-95,Warwick,Rhode Island,United States
Joubert,Jacques,Jacques Joubert,6-2,3/23/1971,"South Bend, Indiana",1994,1994-95,South Bend,Indiana,United States
Lachance,Bob,Bob Lachance,6-0,2/1/1974,"Bristol, Connecticut",1994,1994-95,Bristol,Connecticut,United States
Pandolfo,Jay,Jay Pandolfo,6-1,12/27/1974,"Winchester, Massachusetts",1994,1994-95,Winchester,Massachusetts,United States
Pierce,Bill,Bill Pierce,6-1,10/6/1974,"Burlington, Massachusetts",1994,1994-95,Burlington,Massachusetts,United States
Prendergast,Mike,Mike Prendergast,5-10,10/22/1972,"South Boston, Massachusetts",1994,1994-95,South Boston,Massachusetts,United States
Rausch,Ken,Ken Rausch,6-0,3/26/1973,"Danbury, Connecticut",1994,1994-95,Danbury,Connecticut,United States
Sylvia,Mike,Mike Sylvia,-,2/5/1976,"Newton, Massachusetts",1994,1994-95,Newton,Massachusetts,United States
Thornton,Steve,Steve Thornton,5-10,3/8/1973,"Edmonton, Alberta",1994,1994-95,Edmonton,Alberta,Canada
Wright,Matt,Matt Wright,6-0,4/27/1973,"Belmont, Massachusetts",1994,1994-95,Belmont,Massachusetts,United States
Ferullo,Shawn,Shawn Ferullo,5-8,04/03/1975,"Lynnfield, Massachusetts",1994,1994-95,Lynnfield,Massachusetts,United States
Herlofsky,Derek,Derek Herlofsky,5-10,10/1/1971,"Minneapolis, Minnesota",1994,1994-95,Minneapolis,Minnesota,United States
McKersie,J.P.,J.P. McKersie,6-1,1/23/1972,"Madison, Wisconsin",1994,1994-95,Madison,Wisconsin,United States
Noble,Tom,Tom Noble,5-10,3/21/1975,"Hanover, Massachusetts",1994,1994-95,Hanover,Massachusetts,United States
Alger,Rich,Rich Alger,6-2,,"Barnstable, Massachusetts",1995,1995-96,Barnstable,Massachusetts,United States
Coleman,Jon,Jon Coleman,6-1,3/9/1975,"Boston, Massachusetts",1995,1995-96,Boston,Massachusetts,United States
Johnson,Shane,Shane Johnson,5-10,1/1/1974,"Brandon, Manitoba",1995,1995-96,Brandon,Manitoba,Canada
Kealty,Jeff,Jeff Kealty,6-4,4/9/1976,"Newton, Massachusetts",1995,1995-96,Newton,Massachusetts,United States
Kelleher,Chris,Chris Kelleher,6-1,3/23/1975,"Belmont, Massachusetts",1995,1995-96,Belmont,Massachusetts,United States
O'Sullivan,Chris,Chris O'Sullivan,6-2,5/15/1974,"Dorchester, Massachusetts",1995,1995-96,Dorchester,Massachusetts,United States
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1995,1995-96,Woburn,Massachusetts,United States
Wood,Doug,Doug Wood,6-0,1/7/1974,"Waltham, Massachusetts",1995,1995-96,Waltham,Massachusetts,United States
Bates,Shawn,Shawn Bates,6-0,4/3/1975,"Melrose, Massachusetts",1995,1995-96,Melrose,Massachusetts,United States
Donatelli,Peter,Peter Donatelli,5-10,11/05/1975,"North Providence, Rhode Island",1995,1995-96,North Providence,Rhode Island,United States
Drury,Chris,Chris Drury,5-10,8/20/1976,"Trumbull, Connecticut",1995,1995-96,Trumbull,Connecticut,United States
Grier,Mike,Mike Grier,6-1,1/5/1975,"Detroit, Michigan",1995,1995-96,Detroit,Michigan,United States
Hynes,John,John Hynes,5-9,2/10/1975,"Warwick, Rhode Island",1995,1995-96,Warwick,Rhode Island,United States
King,Scott,Scott King,5-11,1/21/1977,"Saskatoon, Saskatchewan",1995,1995-96,Saskatoon,Saskatchewan,Canada
Lachance,Bob,Bob Lachance,6-0,2/1/1974,"Bristol, Connecticut",1995,1995-96,Bristol,Connecticut,United States
O'Connell,Albie,Albie O'Connell,6-0,5/20/1976,"Watertown, Massachusetts",1995,1995-96,Watertown,Massachusetts,United States
Pandolfo,Jay,Jay Pandolfo,6-1,12/27/1974,"Winchester, Massachusetts",1995,1995-96,Winchester,Massachusetts,United States
Pierce,Bill,Bill Pierce,6-1,10/6/1974,"Burlington, Massachusetts",1995,1995-96,Burlington,Massachusetts,United States
Roy,Travis,Travis Roy,5-11,4/17/1975,"Yarmouth, Maine",1995,1995-96,Yarmouth,Maine,United States
Sylvia,Mike,Mike Sylvia,-,2/5/1976,"Newton, Massachusetts",1995,1995-96,Newton,Massachusetts,United States
Walsh,Brendan,Brendan Walsh,5-10,10/22/1974,"Dorchester, Massachusetts",1995,1995-96,Dorchester,Massachusetts,United States
Wright,Matt,Matt Wright,6-0,4/27/1973,"Belmont, Massachusetts",1995,1995-96,Belmont,Massachusetts,United States
Ferullo,Shawn,Shawn Ferullo,5-8,,"Lynnfield, Massachusetts",1995,1995-96,Lynnfield,Massachusetts,United States
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1995,1995-96,Lahr,Baden-Württemberg,Germany
McKersie,J.P.,J.P. McKersie,6-1,1/23/1972,"Madison, Wisconsin",1995,1995-96,Madison,Wisconsin,United States
Noble,Tom,Tom Noble,5-10,3/21/1975,"Hanover, Massachusetts",1995,1995-96,Hanover,Massachusetts,United States
Alger,Rich,Rich Alger,6-2,,"Barnstable, Massachusetts",1996,1996-97,Barnstable,Massachusetts,United States
Coleman,Jon,Jon Coleman,6-1,3/9/1975,"Boston, Massachusetts",1996,1996-97,Boston,Massachusetts,United States
Johnson,Shane,Shane Johnson,5-10,1/1/1974,"Brandon, Manitoba",1996,1996-97,Brandon,Manitoba,Canada
Kealty,Jeff,Jeff Kealty,6-4,4/9/1976,"Newton, Massachusetts",1996,1996-97,Newton,Massachusetts,United States
Kelleher,Chris,Chris Kelleher,6-1,3/23/1975,"Belmont, Massachusetts",1996,1996-97,Belmont,Massachusetts,United States
Poti,Tom,Tom Poti,6-3,3/22/1977,"Worcester, Massachusetts",1996,1996-97,Worcester,Massachusetts,United States
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1996,1996-97,Woburn,Massachusetts,United States
Bates,Shawn,Shawn Bates,6-0,4/3/1975,"Melrose, Massachusetts",1996,1996-97,Melrose,Massachusetts,United States
Degerman,Tommi,Tommi Degerman,6-1,2/23/1976,"Helsinki, Finland",1996,1996-97,Helsinki,Uusimaa,Finland
Donatelli,Peter,Peter Donatelli,5-10,,"North Providence, Rhode Island",1996,1996-97,North Providence,Rhode Island,United States
Drury,Chris,Chris Drury,5-10,8/20/1976,"Trumbull, Connecticut",1996,1996-97,Trumbull,Connecticut,United States
Hanson,Bobby,Bobby Hanson,6-0,2/26/1977,"Peabody, Massachusetts",1996,1996-97,Peabody,Massachusetts,United States
Heron,Chris,Chris Heron,5-10,4/8/1979,"Mississauga, Ontario",1996,1996-97,Mississauga,Ontario,Canada
Hynes,John,John Hynes,5-9,2/10/1975,"Warwick, Rhode Island",1996,1996-97,Warwick,Rhode Island,United States
LaCouture,Dan,Dan LaCouture,6-3,4/18/1977,"Hyannis, Massachusetts",1996,1996-97,Hyannis,Massachusetts,United States
O'Connell,Albie,Albie O'Connell,6-0,5/20/1976,"Watertown, Massachusetts",1996,1996-97,Watertown,Massachusetts,United States
Pierce,Bill,Bill Pierce,6-1,10/6/1974,"Burlington, Massachusetts",1996,1996-97,Burlington,Massachusetts,United States
Quebec,Greg,Greg Quebec,6-0,2/2/1978,"Acton, Massachusetts",1996,1996-97,Acton,Massachusetts,United States
Sylvia,Mike,Mike Sylvia,-,2/5/1976,"Newton, Massachusetts",1996,1996-97,Newton,Massachusetts,United States
Walsh,Brendan,Brendan Walsh,5-10,10/22/1974,"Dorchester, Massachusetts",1996,1996-97,Dorchester,Massachusetts,United States
Wright,Matt,Matt Wright,6-0,4/27/1973,"Belmont, Massachusetts",1996,1996-97,Belmont,Massachusetts,United States
Ferullo,Shawn,Shawn Ferullo,5-8,,"Lynnfield, Massachusetts",1996,1996-97,Lynnfield,Massachusetts,United States
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1996,1996-97,Lahr,Baden-Württemberg,Germany
Noble,Tom,Tom Noble,5-10,3/21/1975,"Hanover, Massachusetts",1996,1996-97,Hanover,Massachusetts,United States
DiPenta,Joe,Joe DiPenta,6-2,2/25/1979,"Barrie, Ontario",1997,1997-98,Barrie,Ontario,Canada
