last,first,name,height,DOB,homeTown,year,season,city,state,country
Dudley,Bob,Bob Dudley,-,10/07/1955,"Belleville, Ontario",1974,1974-75,Belleville,Ontario,Canada
Fay,Gary,Gary Fay,-,10/23/1955,"Brookline, Massachusetts",1974,1974-75,Brookline,Massachusetts,United States
Gryp,Jerry,Jerry Gryp,5-10,7/27/1952,"Chatham, Ontario",1974,1974-75,Chatham,Ontario,Canada
Stanfield,Vic,Vic Stanfield,5-10,5/12/1951,"Mississauga, Ontario",1974,1974-75,Mississauga,Ontario,Canada
Sunderland,Bob,Bob Sunderland,6-2,3/27/1955,"Braintree, Massachusetts",1974,1974-75,Braintree,Massachusetts,United States
Powers,Francis,Buddy Powers,-,,"Hyde Park, Massachusetts",1974,1974-75,Hyde Park,Massachusetts,United States
Allan,Mike,Mike Allan,-,,"Mississauga, Ontario",1974,1974-75,Mississauga,Ontario,Canada
Bishop,Bill,Bill Bishop,-,,"Owen Sound, Ontario",1974,1974-75,Owen Sound,Ontario,Canada
Buckton,Bill,Bill Buckton,-,,"Southampton, Ontario",1974,1974-75,Southampton,Ontario,Canada
Burlington,Bill,Bill Burlington,-,,"Owen Sound, Ontario",1974,1974-75,Owen Sound,Ontario,Canada
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1974,1974-75,Winthrop,Massachusetts,United States
Fidler,Mike,Mike Fidler,5-11,8/19/1956,"Everett, Massachusetts",1974,1974-75,Everett,Massachusetts,United States
Glover,Jim,Jim Glover,-,,"Mississauga, Ontario",1974,1974-75,Mississauga,Ontario,Canada
Kuzyk,Ken,Ken Kuzyk,6-1,8/11/1953,"Toronto, Ontario",1974,1974-75,Toronto,Ontario,Canada
Lowell,Jim,Jim Lowell,-,,"Glen Head, New York",1974,1974-75,Glen Head,New York,United States
Marzo,Peter,Peter Marzo,-,,"Acton, Ontario",1974,1974-75,Acton,Ontario,Canada
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1974,1974-75,Boston,Massachusetts,United States
Meagher,Terry,Terry Meagher,-,,"Belleville, Ontario",1974,1974-75,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9,11/2/1953,"Belleville, Ontario",1974,1974-75,Belleville,Ontario,Canada
Robbins,Bill,Bill Robbins,-,11/21/1952,"Belleville, Ontario",1974,1974-75,Belleville,Ontario,Canada
Russell,Bill,Bill Russell,-,,"Billerica, Massachusetts",1974,1974-75,Billerica,Massachusetts,United States
Devlin,Pat,Pat Devlin,-,,"Milton, Ontario",1974,1974-75,Milton,Ontario,Canada
Durocher,Brian,Brian Durocher,-,10/18/1956,"Longmeadow, Massachusetts",1974,1974-75,Longmeadow,Massachusetts,United States
Bannerman,Chris,Chris Bannerman,-,,"Elliot Lake, Ontario",1975,1975-76,Elliot Lake,Ontario,Canada
Boileau,Bob,Bob Boileau,6-0,3/25/1957,"Pointe-Claire, Quebec",1975,1975-76,Pointe-Claire,Quebec,Canada
Brown,Peter,Peter Brown,6-2,5/21/1954,"Boston, Massachusetts",1975,1975-76,Boston,Massachusetts,United States
Dudley,Bob,Bob Dudley,-,10/07/1955,"Belleville, Ontario",1975,1975-76,Belleville,Ontario,Canada
Fay,Gary,Gary Fay,-,10/23/1955,"Brookline, Massachusetts",1975,1975-76,Brookline,Massachusetts,United States
Fox,John,John Fox,-,03/30/1956,"Willowdale, Ontario",1975,1975-76,Willowdale,Ontario,Canada
Gryp,Jerry,Jerry Gryp,5-10,7/27/1952,"Chatham, Ontario",1975,1975-76,Chatham,Ontario,Canada
O'Callahan,Jack,Jack O'Callahan,6-1,6/24/1957,"Charlestown, Massachusetts",1975,1975-76,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,-,,"Lynn, Massachusetts",1975,1975-76,Lynn,Massachusetts,United States
Sunderland,Bob,Bob Sunderland,6-2,3/27/1955,"Braintree, Massachusetts",1975,1975-76,Braintree,Massachusetts,United States
Buckton,Bill,Bill Buckton,-,,"Southampton, Ontario",1975,1975-76,Southampton,Ontario,Canada
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1975,1975-76,Winthrop,Massachusetts,United States
Fidler,Mike,Mike Fidler,5-11,8/19/1956,"Everett, Massachusetts",1975,1975-76,Everett,Massachusetts,United States
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1975,1975-76,Meriden,Connecticut,United States
Kuzyk,Ken,Ken Kuzyk,6-1,8/11/1953,"Toronto, Ontario",1975,1975-76,Toronto,Ontario,Canada
Marden,Matt,Matt Marden,-,06/24/1956,"Malden, Massachusetts",1975,1975-76,Malden,Massachusetts,United States
Marzo,Peter,Peter Marzo,-,,"Acton, Ontario",1975,1975-76,Acton,Ontario,Canada
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1975,1975-76,Boston,Massachusetts,United States
Meagher,Terry,Terry Meagher,-,,"Belleville, Ontario",1975,1975-76,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9,11/2/1953,"Belleville, Ontario",1975,1975-76,Belleville,Ontario,Canada
Mullen,Mickey,Mickey Mullen,-,06/28/1956,"Sarnia, Ontario",1975,1975-76,Sarnia,Ontario,Canada
Mullins,Vince,Vince Mullins,-,07/22/1955,"Tecumseh, Ontario",1975,1975-76,Tecumseh,Ontario,Canada
Robbins,Bill,Bill Robbins,-,11/21/1952,"Belleville, Ontario",1975,1975-76,Belleville,Ontario,Canada
Devlin,Pat,Pat Devlin,-,,"Milton, Ontario",1975,1975-76,Milton,Ontario,Canada
Durocher,Brian,Brian Durocher,-,10/18/1956,"Longmeadow, Massachusetts",1975,1975-76,Longmeadow,Massachusetts,United States
Boileau,Bob,Bob Boileau,6-0,3/25/1957,"Pointe-Claire, Quebec",1976,1976-77,Pointe-Claire,Quebec,Canada
Dudley,Bob,Bob Dudley,-,10/07/1955,"Belleville, Ontario",1976,1976-77,Belleville,Ontario,Canada
Fay,Gary,Gary Fay,-,10/23/1955,"Brookline, Massachusetts",1976,1976-77,Brookline,Massachusetts,United States
Fox,John,John Fox,-,03/30/1956,"Willowdale, Ontario",1976,1976-77,Willowdale,Ontario,Canada
Lamby,Dick,Dick Lamby,6-1,5/3/1955,"Worcester, Massachusetts",1976,1976-77,Worcester,Massachusetts,United States
McMahon,Pat,Pat McMahon,-,,"Winnetka, Illinois",1976,1976-77,Winnetka,Illinois,United States
Nieland,Scott,Scott Nieland,-,,"Edina, Minnesota",1976,1976-77,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1,6/24/1957,"Charlestown, Massachusetts",1976,1976-77,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,-,,"Lynn, Massachusetts",1976,1976-77,Lynn,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1976,1976-77,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1,7/1/1955,"Manchester, New Hampshire",1976,1976-77,Manchester,New Hampshire,United States
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1976,1976-77,Winthrop,Massachusetts,United States
Gibson,Steve,Steve Gibson,-,06/02/1956,"Montreal, Quebec",1976,1976-77,Montreal,Quebec,Canada
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1976,1976-77,Meriden,Connecticut,United States
LeBlond,Bill,Bill LeBlond,-,01/11/1957,"New Canaan, Connecticut",1976,1976-77,New Canaan,Connecticut,United States
Marden,Matt,Matt Marden,-,06/24/1956,"Malden, Massachusetts",1976,1976-77,Malden,Massachusetts,United States
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1976,1976-77,Boston,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9,,"Belleville, Ontario",1976,1976-77,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9,11/2/1953,"Belleville, Ontario",1976,1976-77,Belleville,Ontario,Canada
Melanson,John,John Melanson,-,03/29/1957,"Wakefield, Massachusetts",1976,1976-77,Wakefield,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,-,06/28/1956,"Sarnia, Ontario",1976,1976-77,Sarnia,Ontario,Canada
Mullins,Vince,Vince Mullins,-,07/22/1955,"Tecumseh, Ontario",1976,1976-77,Tecumseh,Ontario,Canada
Pidgeon,Mike,Mike Pidgeon,6-2,1/27/1958,"Oshawa, Ontario",1976,1976-77,Oshawa,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1976,1976-77,Scituate,Massachusetts,United States
Craig,Jim,Jim Craig,6-1,5/31/1957,"Easton, Massachusetts",1976,1976-77,Easton,Massachusetts,United States
Durocher,Brian,Brian Durocher,-,10/18/1956,"Longmeadow, Massachusetts",1976,1976-77,Longmeadow,Massachusetts,United States
Boileau,Bob,Bob Boileau,6-0,3/25/1957,"Pointe-Claire, Quebec",1977,1977-78,Pointe-Claire,Quebec,Canada
Fox,John,John Fox,-,03/30/1956,"Willowdale, Ontario",1977,1977-78,Willowdale,Ontario,Canada
Lamby,Dick,Dick Lamby,6-1,5/3/1955,"Worcester, Massachusetts",1977,1977-78,Worcester,Massachusetts,United States
Nieland,Scott,Scott Nieland,-,,"Edina, Minnesota",1977,1977-78,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1,6/24/1957,"Charlestown, Massachusetts",1977,1977-78,Charlestown,Massachusetts,United States
O'Connor,Brian,Brian O'Connor,-,,,1977,1977-78,,,
O'Neill,Bill,Bill O'Neill,-,,"Lynn, Massachusetts",1977,1977-78,Lynn,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1977,1977-78,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1,7/1/1955,"Manchester, New Hampshire",1977,1977-78,Manchester,New Hampshire,United States
Cotter,Bill,Bill Cotter,-,4/22/1959,"Charlestown, Massachusetts",1977,1977-78,Charlestown,Massachusetts,United States
Fidler,Mark,Mark Fidler,-,,"Charlestown, Massachusetts",1977,1977-78,Charlestown,Massachusetts,United States
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1977,1977-78,Meriden,Connecticut,United States
Johnson,Todd,Todd Johnson,-,4/16/1958,"Wayland, Massachusetts",1977,1977-78,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,-,,"Beverly, Massachusetts",1977,1977-78,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,-,01/11/1957,"New Canaan, Connecticut",1977,1977-78,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,-,2/10/1960,"Charleston, Massachusetts",1977,1977-78,Charleston,Massachusetts,United States
Marden,Matt,Matt Marden,-,06/24/1956,"Malden, Massachusetts",1977,1977-78,Malden,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9,,"Belleville, Ontario",1977,1977-78,Belleville,Ontario,Canada
Melanson,John,John Melanson,-,03/29/1957,"Wakefield, Massachusetts",1977,1977-78,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1977,1977-78,Billerica,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,-,06/28/1956,"Sarnia, Ontario",1977,1977-78,Sarnia,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1977,1977-78,Scituate,Massachusetts,United States
Craig,Jim,Jim Craig,6-1,5/31/1957,"Easton, Massachusetts",1977,1977-78,Easton,Massachusetts,United States
Durocher,Brian,Brian Durocher,-,10/18/1956,"Longmeadow, Massachusetts",1977,1977-78,Longmeadow,Massachusetts,United States
Wels,Robert,Robert Wels,-,,,1977,1977-78,,,
Boileau,Bob,Bob Boileau,6-0,3/25/1957,"Pointe-Claire, Quebec",1978,1978-79,Pointe-Claire,Quebec,Canada
Fox,John,John Fox,-,03/30/1956,"Willowdale, Ontario",1978,1978-79,Willowdale,Ontario,Canada
Nieland,Scott,Scott Nieland,-,,"Edina, Minnesota",1978,1978-79,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1,6/24/1957,"Charlestown, Massachusetts",1978,1978-79,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,-,,"Lynn, Massachusetts",1978,1978-79,Lynn,Massachusetts,United States
Whelton,Bill,Bill Whelton,6-1,8/28/1958,"Everett, Massachusetts",1978,1978-79,Everett,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1978,1978-79,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1,7/1/1955,"Manchester, New Hampshire",1978,1978-79,Manchester,New Hampshire,United States
Cotter,Bill,Bill Cotter,-,4/22/1959,"Charlestown, Massachusetts",1978,1978-79,Charlestown,Massachusetts,United States
Davies,Rob,Rob Davies,5-9,12/18/1958,"Pointe-Claire, Quebec",1978,1978-79,Pointe-Claire,Quebec,Canada
Fidler,Mark,Mark Fidler,-,,"Charlestown, Massachusetts",1978,1978-79,Charlestown,Massachusetts,United States
Goegan,Grant,Grant Goegan,5-11,1/15/1955,"Victoria, British Columbia",1978,1978-79,Victoria,British Columbia,Canada
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1978,1978-79,Meriden,Connecticut,United States
Johnson,Todd,Todd Johnson,-,4/16/1958,"Wayland, Massachusetts",1978,1978-79,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,-,,"Beverly, Massachusetts",1978,1978-79,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,-,01/11/1957,"New Canaan, Connecticut",1978,1978-79,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,-,2/10/1960,"Charleston, Massachusetts",1978,1978-79,Charleston,Massachusetts,United States
Marshall,Dan,Dan Marshall,5-8,,"Hull, Massachusetts",1978,1978-79,Hull,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9,,"Belleville, Ontario",1978,1978-79,Belleville,Ontario,Canada
Melanson,John,John Melanson,-,03/29/1957,"Wakefield, Massachusetts",1978,1978-79,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1978,1978-79,Billerica,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,-,06/28/1956,"Sarnia, Ontario",1978,1978-79,Sarnia,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1978,1978-79,Scituate,Massachusetts,United States
Van Luvan,Ken,Ken Van Luvan,-,,,1978,1978-79,,,
Craig,Jim,Jim Craig,6-1,5/31/1957,"Easton, Massachusetts",1978,1978-79,Easton,Massachusetts,United States
Weisman,Jeff,Jeff Weisman,-,06/16/1959,"Clayton, Missouri",1978,1978-79,Clayton,Missouri,United States
Wels,Robert,Robert Wels,-,,,1978,1978-79,,,
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1979,1979-80,Cambridge,Massachusetts,United States
Callaghan,Kevin,Kevin Callaghan,-,,,1979,1979-80,,,
Klapes,George,George Klapes,-,11/22/1960,"Brookline, Massachusetts",1979,1979-80,Brookline,Massachusetts,United States
Nieland,Scott,Scott Nieland,-,,"Edina, Minnesota",1979,1979-80,Edina,Minnesota,United States
Simpson,Steve,Steve Simpson,-,05/26/1959,"Boxford, Massachusetts",1979,1979-80,Boxford,Massachusetts,United States
Whelton,Bill,Bill Whelton,6-1,8/28/1958,"Everett, Massachusetts",1979,1979-80,Everett,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1979,1979-80,Somerville,Massachusetts,United States
Carnevale,Dan,Dan Carnevale,-,12/07/1960,"Beverly, Massachusetts",1979,1979-80,Beverly,Massachusetts,United States
Cotter,Bill,Bill Cotter,-,4/22/1959,"Charlestown, Massachusetts",1979,1979-80,Charlestown,Massachusetts,United States
Davies,Rob,Rob Davies,5-9,12/18/1958,"Pointe-Claire, Quebec",1979,1979-80,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1979,1979-80,Springfield,Massachusetts,United States
Fidler,Mark,Mark Fidler,-,,"Charlestown, Massachusetts",1979,1979-80,Charlestown,Massachusetts,United States
Goegan,Grant,Grant Goegan,5-11,1/15/1955,"Victoria, British Columbia",1979,1979-80,Victoria,British Columbia,Canada
Johnson,Todd,Todd Johnson,-,4/16/1958,"Wayland, Massachusetts",1979,1979-80,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,-,,"Beverly, Massachusetts",1979,1979-80,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,-,01/11/1957,"New Canaan, Connecticut",1979,1979-80,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,-,2/10/1960,"Charleston, Massachusetts",1979,1979-80,Charleston,Massachusetts,United States
Marshall,Dan,Dan Marshall,5-8,,"Hull, Massachusetts",1979,1979-80,Hull,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9,,"Belleville, Ontario",1979,1979-80,Belleville,Ontario,Canada
Melanson,John,John Melanson,-,03/29/1957,"Wakefield, Massachusetts",1979,1979-80,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1979,1979-80,Billerica,Massachusetts,United States
Sinclair,Marc,Marc Sinclair,-,04/12/1960,"Mississauga, Ontario",1979,1979-80,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,-,06/29/1960,"Spring Valley, New York",1979,1979-80,Spring Valley,New York,United States
Weisman,Jeff,Jeff Weisman,-,06/16/1959,"Clayton, Missouri",1979,1979-80,Clayton,Missouri,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1980,1980-81,Cambridge,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,-,01/10/1962,"Quincy, Massachusetts",1980,1980-81,Quincy,Massachusetts,United States
Dunbar,Dale,Dale Dunbar,6-0,10/14/1961,"Winthrop, Massachusetts",1980,1980-81,Winthrop,Massachusetts,United States
Jantzi,Mike,Mike Jantzi,-,10/19/1962,"Getzville, New York",1980,1980-81,Getzville,New York,United States
Klapes,George,George Klapes,-,11/22/1960,"Brookline, Massachusetts",1980,1980-81,Brookline,Massachusetts,United States
Milton,Bruce,Bruce Milton,6-3,6/24/1962,"Brookline, Massachusetts",1980,1980-81,Brookline,Massachusetts,United States
Simpson,Steve,Steve Simpson,-,05/26/1959,"Boxford, Massachusetts",1980,1980-81,Boxford,Massachusetts,United States
Smith,Les,Les Smith,-,,"Mississauga, Ontario",1980,1980-81,Mississauga,Ontario,Canada
Whelton,Bill,Bill Whelton,6-1,8/28/1958,"Everett, Massachusetts",1980,1980-81,Everett,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1980,1980-81,Somerville,Massachusetts,United States
Burdett,Danny,Danny Burdett,-,,,1980,1980-81,,,
Carnevale,Dan,Dan Carnevale,-,12/07/1960,"Beverly, Massachusetts",1980,1980-81,Beverly,Massachusetts,United States
Cotter,Bill,Bill Cotter,-,4/22/1959,"Charlestown, Massachusetts",1980,1980-81,Charlestown,Massachusetts,United States
Darling,Bob,Bob Darling,5-11,,"Mississauga, Ontario",1980,1980-81,Mississauga,Ontario,Canada
Davies,Rob,Rob Davies,5-9,12/18/1958,"Pointe-Claire, Quebec",1980,1980-81,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1980,1980-81,Springfield,Massachusetts,United States
Fidler,Mark,Mark Fidler,-,,"Charlestown, Massachusetts",1980,1980-81,Charlestown,Massachusetts,United States
Johnson,Todd,Todd Johnson,-,4/16/1958,"Wayland, Massachusetts",1980,1980-81,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,-,,"Beverly, Massachusetts",1980,1980-81,Beverly,Massachusetts,United States
Luimes,John,John Luimes,-,,,1980,1980-81,,,
MacLeod,Daryl,Daryl MacLeod,-,2/10/1960,"Charleston, Massachusetts",1980,1980-81,Charleston,Massachusetts,United States
Mays,Chris,Chris Mays,-,02/04/1961,"Weston, Ontario",1980,1980-81,Weston,Ontario,Canada
Pierog,Mark,Mark Pierog,6-0,01/09/1961,"Mississauga, Ontario",1980,1980-81,Mississauga,Ontario,Canada
Sinclair,Marc,Marc Sinclair,-,04/12/1960,"Mississauga, Ontario",1980,1980-81,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,-,06/29/1960,"Spring Valley, New York",1980,1980-81,Spring Valley,New York,United States
Daskalakis,Cleon,Cleon Daskalakis,5-9,9/29/1962,"Boston, Massachusetts",1980,1980-81,Boston,Massachusetts,United States
Weisman,Jeff,Jeff Weisman,-,06/16/1959,"Clayton, Missouri",1980,1980-81,Clayton,Missouri,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1981,1981-82,Cambridge,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,-,01/10/1962,"Quincy, Massachusetts",1981,1981-82,Quincy,Massachusetts,United States
Delorey,Joe,Joe Delorey,-,2/9/1963,"Concord, Massachusetts",1981,1981-82,Concord,Massachusetts,United States
Dunbar,Dale,Dale Dunbar,6-0,10/14/1961,"Winthrop, Massachusetts",1981,1981-82,Winthrop,Massachusetts,United States
Jantzi,Mike,Mike Jantzi,-,10/19/1962,"Getzville, New York",1981,1981-82,Getzville,New York,United States
Klapes,George,George Klapes,-,11/22/1960,"Brookline, Massachusetts",1981,1981-82,Brookline,Massachusetts,United States
Milton,Bruce,Bruce Milton,6-3,6/24/1962,"Brookline, Massachusetts",1981,1981-82,Brookline,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1981,1981-82,Somerville,Massachusetts,United States
Barker,Fred,Fred Barker,-,09/17/1962,"Franklin, Massachusetts",1981,1981-82,Franklin,Massachusetts,United States
Carlacci,Cesare,Cesare Carlacci,5-5,7/14/1960,"Ceprano, Italy",1981,1981-82,Ceprano,Lazio,Italy
Carnevale,Dan,Dan Carnevale,-,12/07/1960,"Beverly, Massachusetts",1981,1981-82,Beverly,Massachusetts,United States
Darling,Bob,Bob Darling,5-11,07/03/1961,"Mississauga, Ontario",1981,1981-82,Mississauga,Ontario,Canada
Davies,Rob,Rob Davies,5-9,12/18/1958,"Pointe-Claire, Quebec",1981,1981-82,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1981,1981-82,Springfield,Massachusetts,United States
LaGarde,Denis,Denis LaGarde,-,10/29/1960,"Roxboro, Quebec",1981,1981-82,Roxboro,Quebec,Canada
Little,Tim,Tim Little,-,01/07/1961,"Haileybury, Ontario",1981,1981-82,Haileybury,Ontario,Canada
Manty,Scott,Scott Manty,-,11/02/1962,"Walpole, Massachusetts",1981,1981-82,Walpole,Massachusetts,United States
Mays,Chris,Chris Mays,-,02/04/1961,"Weston, Ontario",1981,1981-82,Weston,Ontario,Canada
Mutch,Kevin,Kevin Mutch,-,4/27/1962,"Canton, Massachusetts",1981,1981-82,Canton,Massachusetts,United States
Pierog,Mark,Mark Pierog,6-0,01/09/1961,"Mississauga, Ontario",1981,1981-82,Mississauga,Ontario,Canada
Sinclair,Marc,Marc Sinclair,-,04/12/1960,"Mississauga, Ontario",1981,1981-82,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,-,06/29/1960,"Spring Valley, New York",1981,1981-82,Spring Valley,New York,United States
Daskalakis,Cleon,Cleon Daskalakis,5-9,9/29/1962,"Boston, Massachusetts",1981,1981-82,Boston,Massachusetts,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1982,1982-83,Cambridge,Massachusetts,United States
Cappellano,Joe,Joe Cappellano,-,02/29/1964,"Weymouth, Massachusetts",1982,1982-83,Weymouth,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,-,01/10/1962,"Quincy, Massachusetts",1982,1982-83,Quincy,Massachusetts,United States
Delorey,Joe,Joe Delorey,-,2/9/1963,"Concord, Massachusetts",1982,1982-83,Concord,Massachusetts,United States
