date,opponent,name,pos,yr,goals,assists,points,season
1967-02-01,Brown,Mickey Gray,F,SO,1,0,1,1966-67
1967-02-01,Brown,Brian Gilmour,D,SR,1,2,3,1966-67
1967-02-01,Brown,Pete McLachlan,D,SR,1,0,1,1966-67
1967-02-01,Brown,Serge Boily,F,SO,0,2,2,1966-67
1967-02-01,Brown,Jim Quinn,F,SR,0,2,2,1966-67
1967-02-01,Brown,Herb Wakabayashi,F,SO,0,1,1,1966-67
1967-02-04,Yale,Herb Wakabayashi,F,SO,3,1,4,1966-67
1967-02-04,Yale,Mike Sobeski,F,SR,2,1,3,1966-67
1967-02-04,Yale,Pete McLachlan,D,SR,1,3,4,1966-67
1967-02-04,Yale,Fred Bassi,F,SR,1,1,2,1966-67
1967-02-04,Yale,Brian Gilmour,D,SR,1,2,3,1966-67
1967-02-04,Yale,Mickey Gray,F,SO,0,2,2,1966-67
1967-02-04,Yale,Bill Hinch,D,SO,0,1,1,1966-67
1967-02-04,Yale,Bill Riley,F,,0,1,1,1966-67
1967-02-04,Yale,Jim Quinn,F,SR,0,1,1,1966-67
1967-02-09,Harvard,Brian Gilmour,D,SR,0,1,1,1966-67
1967-02-09,Harvard,Herb Wakabayashi,F,SO,0,5,5,1966-67
1967-02-09,Harvard,Jim Quinn,F,SR,1,0,1,1966-67
1967-02-09,Harvard,Mickey Gray,F,SO,1,0,1,1966-67
1967-02-09,Harvard,Mike Sobeski,F,SR,1,0,1,1966-67
1967-02-09,Harvard,Pete McLachlan,D,SR,2,0,2,1966-67
1967-02-09,Harvard,Serge Boily,F,SO,3,0,3,1966-67
1967-02-11,St. Lawrence,Serge Boily,F,SO,0,1,1,1966-67
1967-02-11,St. Lawrence,Pete McLachlan,D,SR,1,1,2,1966-67
1967-02-11,St. Lawrence,Mike Sobeski,F,SR,2,1,3,1966-67
1967-02-11,St. Lawrence,John Cooke,F,JR,0,1,1,1966-67
1967-02-11,St. Lawrence,Jim Wood,F,SR,0,1,1,1966-67
1967-02-11,St. Lawrence,Fred Bassi,F,SR,1,2,3,1966-67
1967-02-11,St. Lawrence,Herb Wakabayashi,F,SO,1,0,1,1966-67
1967-02-11,St. Lawrence,Darrell Abbott,D,SO,0,1,1,1966-67
1967-02-11,St. Lawrence,Brian Gilmour,D,SR,1,3,4,1966-67
1967-02-11,St. Lawrence,Bill Riley,F,,1,1,2,1966-67
1967-02-11,St. Lawrence,James Dakin,D,,0,1,1,1966-67
1967-02-13,Northeastern,John Cooke,F,JR,0,1,1,1966-67
1967-02-13,Northeastern,Serge Boily,F,SO,1,0,1,1966-67
1967-02-13,Northeastern,Pete McLachlan,D,SR,1,0,1,1966-67
1967-02-13,Northeastern,Jim Quinn,F,SR,0,1,1,1966-67
1967-02-13,Northeastern,BIll Riley,F,,0,1,1,1966-67
1967-02-13,Northeastern,Brian Gilmour,D,SR,1,1,2,1966-67
1967-02-13,Northeastern,Bill Hinch,D,SO,1,0,1,1966-67
1967-02-13,Northeastern,Herb Wakabayashi,F,SO,0,1,1,1966-67
1967-02-18,Army,Fred Bassi,F,SR,3,2,5,1966-67
1967-02-18,Army,Bill Riley,F,,2,0,2,1966-67
1967-02-18,Army,Jim Quinn,F,SR,2,4,6,1966-67
1967-02-18,Army,Serge Boily,F,SO,2,1,3,1966-67
1967-02-18,Army,Mike Sobeski,F,SR,1,3,4,1966-67
1967-02-18,Army,Brian Gilmour,D,SR,1,1,2,1966-67
1967-02-18,Army,Herb Wakabayashi,F,SO,1,2,3,1966-67
1967-02-18,Army,Pete McLachlan,D,SR,0,3,3,1966-67
1967-02-18,Army,John Cooke,F,JR,0,2,2,1966-67
1967-02-18,Army,Mickey Gray,F,SO,0,1,1,1966-67
1967-02-18,Army,Jack Parker,F,JR,0,2,2,1966-67
1967-02-18,Army,Bill Hinch,D,SO,0,1,1,1966-67
1967-02-21,Northeastern,Bill Hinch,D,SO,0,1,1,1966-67
1967-02-21,Northeastern,Fred Bassi,F,SR,0,1,1,1966-67
1967-02-21,Northeastern,Jack Parker,F,JR,0,1,1,1966-67
1967-02-21,Northeastern,Jim Quinn,F,SR,1,0,1,1966-67
1967-02-21,Northeastern,John Cooke,F,JR,1,0,1,1966-67
1967-02-21,Northeastern,Mike Sobeski,F,SR,0,1,1,1966-67
1967-02-24,Providence,Serge Boily,F,SO,3,2,5,1966-67
1967-02-24,Providence,John Cooke,F,JR,3,1,4,1966-67
1967-02-24,Providence,Fred Bassi,F,SR,1,0,1,1966-67
1967-02-24,Providence,Mickey Gray,F,SO,1,2,3,1966-67
1967-02-24,Providence,Brian Gilmour,D,SR,1,2,3,1966-67
1967-02-24,Providence,Darrell Abbott,D,SO,1,0,1,1966-67
1967-02-24,Providence,Bill Riley,F,,1,1,2,1966-67
1967-02-24,Providence,Herb Wakabayashi,F,SO,0,3,3,1966-67
1967-02-24,Providence,Jack Parker,F,JR,0,3,3,1966-67
1967-02-24,Providence,Bill Hinch,D,SO,0,1,1,1966-67
1967-02-24,Providence,Jim Quinn,F,SR,0,1,1,1966-67
1967-02-24,Providence,Mike Sobeski,F,SR,0,1,1,1966-67
1967-02-24,Providence,Pete McLachlan,D,SR,0,2,2,1966-67
1967-03-01,Dartmouth,Serge Boily,F,SO,3,1,4,1966-67
1967-03-01,Dartmouth,Mickey Gray,F,SO,2,4,6,1966-67
1967-03-01,Dartmouth,Herb Wakabayashi,F,SO,2,4,6,1966-67
1967-03-01,Dartmouth,Mike Sobeski,F,SR,2,0,2,1966-67
1967-03-01,Dartmouth,Fred Bassi,F,SR,1,1,2,1966-67
1967-03-01,Dartmouth,Jim Quinn,F,SR,1,2,3,1966-67
1967-03-01,Dartmouth,John Cooke,F,JR,1,0,1,1966-67
1967-03-01,Dartmouth,Brian Gilmour,D,SR,1,3,4,1966-67
1967-03-01,Dartmouth,Bill Hinch,D,SO,0,3,3,1966-67
1967-03-01,Dartmouth,Jim Wood,F,SR,0,1,1,1966-67
1967-03-01,Dartmouth,Jack Parker,F,JR,0,1,1,1966-67
1967-03-01,Dartmouth,Bill Riley,F,,0,1,1,1966-67
1967-03-01,Dartmouth,Darrell Abbott,D,SO,0,1,1,1966-67
1967-03-04,Colgate,Fred Bassi,F,SR,2,1,3,1966-67
1967-03-04,Colgate,Jim Quinn,F,SR,1,0,1,1966-67
1967-03-04,Colgate,Mickey Gray,F,SO,1,0,1,1966-67
1967-03-04,Colgate,Mike Sobeski,F,SR,0,3,3,1966-67
1967-03-04,Colgate,Bill Hinch,D,SO,0,1,1,1966-67
1967-03-04,Colgate,Herb Wakabayashi,F,SO,0,1,1,1966-67
1967-03-07,Harvard,John Cooke,F,JR,0,1,1,1966-67
1967-03-07,Harvard,Serge Boily,F,SO,1,1,2,1966-67
1967-03-07,Harvard,Mike Sobeski,F,SR,1,1,2,1966-67
1967-03-07,Harvard,Mickey Gray,F,SO,0,1,1,1966-67
1967-03-07,Harvard,Jim Quinn,F,SR,1,0,1,1966-67
1967-03-07,Harvard,BIll Riley,F,,0,1,1,1966-67
1967-03-07,Harvard,Herb Wakabayashi,F,SO,1,1,2,1966-67
1967-03-07,Harvard,Fred Bassi,F,SR,1,1,2,1966-67
1967-03-07,Harvard,Brian Gilmour,D,SR,0,1,1,1966-67
1967-03-07,Harvard,Bill Hinch,D,SO,0,1,1,1966-67
1967-03-07,Harvard,Jack Parker,F,JR,1,0,1,1966-67
1967-03-09,St. Lawrence,Pete McLachlan,D,SR,0,1,1,1966-67
1967-03-09,St. Lawrence,Mickey Gray,F,SO,0,1,1,1966-67
1967-03-09,St. Lawrence,John Cooke,F,JR,0,1,1,1966-67
1967-03-09,St. Lawrence,Jim Quinn,F,SR,0,1,1,1966-67
1967-03-09,St. Lawrence,Mike Sobeski,F,SR,1,0,1,1966-67
1967-03-09,St. Lawrence,Herb Wakabayashi,F,SO,1,2,3,1966-67
1967-03-09,St. Lawrence,Brian Gilmour,D,SR,2,1,3,1966-67
1967-03-09,St. Lawrence,Bill Riley,F,,1,0,1,1966-67
1967-03-09,St. Lawrence,BIll Riley,F,,0,1,1,1966-67
1967-03-09,St. Lawrence,Jack Parker,F,JR,1,1,2,1966-67
1967-03-11,Cornell,Mike Sobeski,F,SR,0,1,1,1966-67
1967-03-11,Cornell,Jim Quinn,F,SR,2,0,2,1966-67
1967-03-11,Cornell,Mickey Gray,F,SO,1,0,1,1966-67
1967-03-11,Cornell,Brian Gilmour,D,SR,0,2,2,1966-67
1967-03-11,Cornell,Herb Wakabayashi,F,SO,0,1,1,1966-67
1967-03-17,Michigan State,Brian Gilmour,D,SR,0,1,1,1966-67
1967-03-17,Michigan State,Darrell Abbott,D,SO,1,0,1,1966-67
1967-03-17,Michigan State,Fred Bassi,F,SR,2,0,2,1966-67
1967-03-17,Michigan State,Jim Quinn,F,SR,1,1,2,1966-67
1967-03-17,Michigan State,Mike Sobeski,F,SR,0,2,2,1966-67
1967-03-18,Cornell,Fred Bassi,F,SR,0,1,1,1966-67
1967-03-18,Cornell,Mike Sobeski,F,SR,1,0,1,1966-67
1967-11-24,Memorial Univ.,Unknown,,,8,0,8,1967-68
1967-11-25,New Brunswick,Unknown,,,13,0,13,1967-68
1967-11-29,Yale,Bill Hinch,D,JR,0,1,1,1967-68
1967-11-29,Yale,Darrell Abbott,D,JR,0,1,1,1967-68
1967-11-29,Yale,Dick Toomey,F,SO,2,0,2,1967-68
1967-11-29,Yale,Eddie Wright,F,JR,0,1,1,1967-68
1967-11-29,Yale,Herb Wakabayashi,F,JR,2,0,2,1967-68
1967-11-29,Yale,John Cooke,F,SR,0,1,1,1967-68
1967-11-29,Yale,Larry Davenport,F,SO,1,2,3,1967-68
1967-11-29,Yale,Mickey Gray,F,JR,0,3,3,1967-68
1967-11-29,Yale,Mike Hyndman,F,SO,2,1,3,1967-68
1967-11-29,Yale,Serge Boily,F,JR,1,2,3,1967-68
1967-11-29,Yale,Wayne Decker,D,SO,1,0,1,1967-68
1967-12-01,New Hampshire,Serge Boily,F,JR,2,2,4,1967-68
1967-12-01,New Hampshire,Bill Hinch,D,JR,1,0,1,1967-68
1967-12-01,New Hampshire,Darrell Abbott,D,JR,1,1,2,1967-68
1967-12-01,New Hampshire,Larry Davenport,F,SO,1,0,1,1967-68
1967-12-01,New Hampshire,Mike Hyndman,F,SO,1,2,3,1967-68
1967-12-01,New Hampshire,Eddie Wright,F,JR,1,1,2,1967-68
1967-12-01,New Hampshire,Mickey Gray,F,JR,0,1,1,1967-68
1967-12-01,New Hampshire,Herb Wakabayashi,F,JR,0,1,1,1967-68
1967-12-06,Harvard,Mike Hyndman,F,SO,0,1,1,1967-68
1967-12-06,Harvard,Mickey Gray,F,JR,0,1,1,1967-68
1967-12-06,Harvard,Larry Davenport,F,SO,1,0,1,1967-68
1967-12-06,Harvard,John Cooke,F,SR,1,0,1,1967-68
1967-12-06,Harvard,Serge Boily,F,JR,0,1,1,1967-68
1967-12-06,Harvard,Herb Wakabayashi,F,JR,1,2,3,1967-68
1967-12-06,Harvard,Eddie Wright,F,JR,2,0,2,1967-68
1967-12-06,Harvard,Darrell Abbott,D,JR,0,2,2,1967-68
1967-12-06,Harvard,Jack Parker,F,SR,0,1,1,1967-68
1967-12-09,Eastern Nationals,Mickey Gray,F,JR,1,1,2,1967-68
1967-12-09,Eastern Nationals,Serge Boily,F,JR,1,1,2,1967-68
1967-12-09,Eastern Nationals,Mike Hyndman,F,SO,1,0,1,1967-68
1967-12-09,Eastern Nationals,Darrell Abbott,D,JR,0,2,2,1967-68
1967-12-09,Eastern Nationals,Bill Hinch,D,JR,0,1,1,1967-68
1967-12-12,Boston College,Wayne Decker,D,SO,0,1,1,1967-68
1967-12-12,Boston College,Mike Hyndman,F,SO,1,1,2,1967-68
1967-12-12,Boston College,Mickey Gray,F,JR,1,1,2,1967-68
1967-12-12,Boston College,John Cooke,F,SR,1,0,1,1967-68
1967-12-12,Boston College,Jack Parker,F,SR,0,1,1,1967-68
1967-12-12,Boston College,Larry Davenport,F,SO,0,1,1,1967-68
1967-12-12,Boston College,Eddie Wright,F,JR,1,0,1,1967-68
1967-12-12,Boston College,Dick Toomey,F,SO,1,0,1,1967-68
1967-12-12,Boston College,Darrell Abbott,D,JR,0,2,2,1967-68
1967-12-12,Boston College,Bill Hinch,D,JR,0,1,1,1967-68
1967-12-12,Boston College,Herb Wakabayashi,F,JR,1,0,1,1967-68
1967-12-28,Merrimack,Herb Wakabayashi,F,JR,1,2,3,1967-68
1967-12-28,Merrimack,Mike Hyndman,F,SO,3,1,4,1967-68
1967-12-28,Merrimack,Mickey Gray,F,JR,1,3,4,1967-68
1967-12-28,Merrimack,Paul Fontas,F,,1,0,1,1967-68
1967-12-28,Merrimack,Blaine Maus,F,,1,1,2,1967-68
1967-12-28,Merrimack,Bill Hinch,D,JR,1,2,3,1967-68
1967-12-28,Merrimack,Wayne Decker,D,SO,0,2,2,1967-68
1967-12-28,Merrimack,Eddie Wright,F,JR,0,1,1,1967-68
1967-12-28,Merrimack,Larry Davenport,F,SO,0,2,2,1967-68
1967-12-29,Northeastern,Larry Davenport,F,SO,2,1,3,1967-68
1967-12-29,Northeastern,Serge Boily,F,JR,2,0,2,1967-68
1967-12-29,Northeastern,Dick Toomey,F,SO,1,0,1,1967-68
1967-12-29,Northeastern,Herb Wakabayashi,F,JR,1,0,1,1967-68
1967-12-29,Northeastern,Mickey Gray,F,JR,1,1,2,1967-68
1967-12-29,Northeastern,Darrell Abbott,D,JR,1,3,4,1967-68
1967-12-29,Northeastern,Mike Hyndman,F,SO,0,3,3,1967-68
1967-12-29,Northeastern,Eddie Wright,F,JR,0,2,2,1967-68
1967-12-29,Northeastern,John Cooke,F,SR,0,1,1,1967-68
1967-12-29,Northeastern,Bill Hinch,D,JR,0,1,1,1967-68
1967-12-29,Northeastern,Wayne Decker,D,SO,0,1,1,1967-68
1967-12-29,Northeastern,Jim Dakin,D,JR,0,1,1,1967-68
1967-12-30,St. Francis Xavier,Herb Wakabayashi,F,JR,2,1,3,1967-68
1967-12-30,St. Francis Xavier,Dick Toomey,F,SO,1,0,1,1967-68
1967-12-30,St. Francis Xavier,Mike Hyndman,F,SO,1,1,2,1967-68
1967-12-30,St. Francis Xavier,Serge Boily,F,JR,1,0,1,1967-68
1967-12-30,St. Francis Xavier,Larry Davenport,F,SO,1,0,1,1967-68
1967-12-30,St. Francis Xavier,Darrell Abbott,D,JR,1,0,1,1967-68
1967-12-30,St. Francis Xavier,Bill Hinch,D,JR,0,3,3,1967-68
1967-12-30,St. Francis Xavier,Jack Parker,F,SR,0,1,1,1967-68
1967-12-30,St. Francis Xavier,Eddie Wright,F,JR,0,1,1,1967-68
1967-12-30,St. Francis Xavier,Mickey Gray,F,JR,0,1,1,1967-68
1968-01-06,Rensselaer,Bill Hinch,D,JR,0,1,1,1967-68
1968-01-06,Rensselaer,Darrell Abbott,D,JR,0,1,1,1967-68
1968-01-06,Rensselaer,Eddie Wright,F,JR,0,1,1,1967-68
1968-01-06,Rensselaer,Herb Wakabayashi,F,JR,2,0,2,1967-68
1968-01-06,Rensselaer,Serge Boily,F,JR,0,1,1,1967-68
1968-01-09,Loyola of Montreal,Jack Parker,F,SR,3,0,3,1967-68
1968-01-09,Loyola of Montreal,Darrell Abbott,D,JR,2,0,2,1967-68
1968-01-09,Loyola of Montreal,Larry Davenport,F,SO,1,1,2,1967-68
1968-01-09,Loyola of Montreal,Eddie Wright,F,JR,1,1,2,1967-68
1968-01-09,Loyola of Montreal,Serge Boily,F,JR,1,0,1,1967-68
1968-01-09,Loyola of Montreal,Mickey Gray,F,JR,1,1,2,1967-68
1968-01-09,Loyola of Montreal,Mike Hyndman,F,SO,1,2,3,1967-68
1968-01-09,Loyola of Montreal,Bill Hinch,D,JR,0,1,1,1967-68
1968-01-09,Loyola of Montreal,Paul Fontas,F,,0,2,2,1967-68
1968-01-09,Loyola of Montreal,Blaine Maus,F,,0,2,2,1967-68
1968-01-09,Loyola of Montreal,Wayne Decker,D,SO,0,2,2,1967-68
1968-01-10,Loyola of Montreal,Unknown,,,3,0,3,1967-68
1968-01-13,U.S. National Team,Serge Boily,F,JR,2,0,2,1967-68
1968-01-13,U.S. National Team,Mike Hyndman,F,SO,1,0,1,1967-68
1968-01-13,U.S. National Team,Larry Davenport,F,SO,0,1,1,1967-68
1968-01-13,U.S. National Team,Wayne Decker,D,SO,0,1,1,1967-68
1968-01-13,U.S. National Team,Bill Hinch,D,JR,0,1,1,1967-68
1968-01-17,New Hampshire,Larry Davenport,F,SO,1,0,1,1967-68
1968-01-17,New Hampshire,Dick Toomey,F,SO,0,1,1,1967-68
1968-01-17,New Hampshire,Mike Hyndman,F,SO,0,1,1,1967-68
1968-01-20,Dartmouth,Dick Toomey,F,SO,3,3,6,1967-68
1968-01-20,Dartmouth,Larry Davenport,F,SO,3,2,5,1967-68
1968-01-20,Dartmouth,Mike Hyndman,F,SO,1,4,5,1967-68
1968-01-20,Dartmouth,Jim Dakin,D,JR,0,1,1,1967-68
1968-01-23,Cornell,Bill Hinch,D,JR,1,0,1,1967-68
1968-01-23,Cornell,Larry Davenport,F,SO,1,0,1,1967-68
1968-01-23,Cornell,Jack Parker,F,SR,0,1,1,1967-68
1968-01-23,Cornell,Mickey Gray,F,JR,0,1,1,1967-68
1968-01-27,Colgate,Larry Davenport,F,SO,1,0,1,1967-68
1968-01-27,Colgate,Mike Hyndman,F,SO,1,0,1,1967-68
1968-01-27,Colgate,Serge Boily,F,JR,1,0,1,1967-68
1968-01-27,Colgate,Darrell Abbott,D,JR,1,0,1,1967-68
1968-01-27,Colgate,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-01-31,Princeton,Larry Davenport,F,SO,1,0,1,1967-68
1968-01-31,Princeton,Jack Parker,F,SR,1,0,1,1967-68
1968-01-31,Princeton,Mike Hyndman,F,SO,0,1,1,1967-68
1968-01-31,Princeton,Wayne Decker,D,SO,0,1,1,1967-68
1968-01-31,Princeton,Blaine Maus,F,,0,1,1,1967-68
1968-01-31,Princeton,Darrell Abbott,D,JR,0,1,1,1967-68
1968-02-02,Providence,Herb Wakabayashi,F,JR,3,1,4,1967-68
1968-02-02,Providence,Dick Toomey,F,SO,2,2,4,1967-68
1968-02-02,Providence,Larry Davenport,F,SO,2,1,3,1967-68
1968-02-02,Providence,Jack Parker,F,SR,2,1,3,1967-68
1968-02-02,Providence,Mike Hyndman,F,SO,1,2,3,1967-68
1968-02-02,Providence,Mickey Gray,F,JR,1,1,2,1967-68
1968-02-02,Providence,Bill Hinch,D,JR,1,1,2,1967-68
1968-02-02,Providence,Glen Gama,F,,1,0,1,1967-68
1968-02-02,Providence,Serge Boily,F,JR,0,2,2,1967-68
1968-02-02,Providence,Darrell Abbott,D,JR,0,2,2,1967-68
1968-02-02,Providence,Wayne Decker,D,SO,0,1,1,1967-68
1968-02-02,Providence,Eddie Wright,F,JR,0,1,1,1967-68
1968-02-05,Northeastern,Mike Hyndman,F,SO,2,0,2,1967-68
1968-02-05,Northeastern,Wayne Decker,D,SO,0,2,2,1967-68
1968-02-05,Northeastern,Serge Boily,F,JR,1,1,2,1967-68
1968-02-05,Northeastern,Mickey Gray,F,JR,1,4,5,1967-68
1968-02-05,Northeastern,Larry Davenport,F,SO,0,1,1,1967-68
1968-02-05,Northeastern,Jim Dakin,D,JR,0,1,1,1967-68
1968-02-05,Northeastern,Jack Parker,F,SR,0,1,1,1967-68
1968-02-05,Northeastern,Herb Wakabayashi,F,JR,2,2,4,1967-68
1968-02-05,Northeastern,Eddie Wright,F,JR,1,0,1,1967-68
1968-02-07,Brown,Bill Hinch,D,JR,1,0,1,1967-68
1968-02-07,Brown,Serge Boily,F,JR,1,0,1,1967-68
1968-02-07,Brown,Unknown,,,2,0,2,1967-68
1968-02-12,Harvard,Wayne Decker,D,SO,0,1,1,1967-68
1968-02-12,Harvard,Serge Boily,F,JR,1,0,1,1967-68
1968-02-12,Harvard,Mike Hyndman,F,SO,0,2,2,1967-68
1968-02-12,Harvard,Larry Davenport,F,SO,1,0,1,1967-68
1968-02-12,Harvard,Mickey Gray,F,JR,0,1,1,1967-68
1968-02-12,Harvard,Glen Gama,F,,0,1,1,1967-68
1968-02-12,Harvard,Eddie Wright,F,JR,0,1,1,1967-68
1968-02-12,Harvard,Dick Toomey,F,SO,1,1,2,1967-68
1968-02-12,Harvard,Jack Parker,F,SR,1,0,1,1967-68
1968-02-17,Army,Unknown,,,2,0,2,1967-68
1968-02-20,Northeastern,Mickey Gray,F,JR,2,2,4,1967-68
1968-02-20,Northeastern,Eddie Wright,F,JR,2,0,2,1967-68
1968-02-20,Northeastern,Dick Toomey,F,SO,1,0,1,1967-68
1968-02-20,Northeastern,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-02-20,Northeastern,Mike Hyndman,F,SO,1,1,2,1967-68
1968-02-20,Northeastern,Jack Parker,F,SR,1,1,2,1967-68
1968-02-20,Northeastern,Serge Boily,F,JR,0,3,3,1967-68
1968-02-20,Northeastern,Mickey Gray,F,JR,0,2,2,1967-68
1968-02-20,Northeastern,Wayne Decker,D,SO,0,2,2,1967-68
1968-02-20,Northeastern,Darrell Abbott,D,JR,0,2,2,1967-68
1968-02-20,Northeastern,Jim Dakin,D,JR,0,1,1,1967-68
1968-02-20,Northeastern,Glen Gama,F,,0,1,1,1967-68
1968-02-20,Northeastern,Larry Davenport,F,SO,0,1,1,1967-68
1968-02-23,Clarkson,Eddie Wright,F,JR,1,0,1,1967-68
1968-02-23,Clarkson,Larry Davenport,F,SO,2,1,3,1967-68
1968-02-23,Clarkson,Dick Toomey,F,SO,1,1,2,1967-68
1968-02-23,Clarkson,Wayne Decker,D,SO,1,1,2,1967-68
1968-02-23,Clarkson,Mike Hyndman,F,SO,1,1,2,1967-68
1968-02-23,Clarkson,Wayne Decker,D,SO,0,1,1,1967-68
1968-02-24,St. Lawrence,Mickey Gray,F,JR,1,1,2,1967-68
1968-02-24,St. Lawrence,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-02-24,St. Lawrence,Larry Davenport,F,SO,0,1,1,1967-68
1968-02-24,St. Lawrence,Serge Boily,F,JR,0,1,1,1967-68
1968-02-28,Boston College,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-02-28,Boston College,Dick Toomey,F,SO,1,0,1,1967-68
1968-02-28,Boston College,Darrell Abbott,D,JR,0,1,1,1967-68
1968-03-02,Providence,John Cooke,F,SR,1,0,1,1967-68
1968-03-02,Providence,Serge Boily,F,JR,1,0,1,1967-68
1968-03-02,Providence,Mike Hyndman,F,SO,2,4,6,1967-68
1968-03-02,Providence,Mickey Gray,F,JR,0,2,2,1967-68
1968-03-02,Providence,Larry Davenport,F,SO,3,2,5,1967-68
1968-03-02,Providence,Jack Parker,F,SR,2,0,2,1967-68
1968-03-02,Providence,Jim Dakin,D,JR,0,3,3,1967-68
1968-03-02,Providence,Eddie Wright,F,JR,1,1,2,1967-68
1968-03-02,Providence,Dick Toomey,F,SO,2,4,6,1967-68
1968-03-02,Providence,Darrell Abbott,D,JR,1,1,2,1967-68
1968-03-02,Providence,Bill Hinch,D,JR,0,2,2,1967-68
1968-03-02,Providence,BIll Riley,F,,0,3,3,1967-68
1968-03-02,Providence,Herb Wakabayashi,F,JR,1,1,2,1967-68
1968-03-05,Harvard,Larry Davenport,F,SO,1,2,3,1967-68
1968-03-05,Harvard,Wayne Decker,D,SO,0,1,1,1967-68
1968-03-05,Harvard,Serge Boily,F,JR,0,2,2,1967-68
1968-03-05,Harvard,Mike Hyndman,F,SO,0,3,3,1967-68
1968-03-05,Harvard,Mickey Gray,F,JR,1,1,2,1967-68
1968-03-05,Harvard,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-03-05,Harvard,Dick Toomey,F,SO,1,0,1,1967-68
1968-03-05,Harvard,Darrell Abbott,D,JR,1,0,1,1967-68
1968-03-05,Harvard,Bill Hinch,D,JR,1,1,2,1967-68
1968-03-08,Cornell,Herb Wakabayashi,F,JR,1,0,1,1967-68
1968-03-08,Cornell,Larry Davenport,F,SO,1,0,1,1967-68
1968-03-08,Cornell,Mike Hyndman,F,SO,0,1,1,1967-68
1968-03-08,Cornell,Serge Boily,F,JR,0,1,1,1967-68
1968-03-09,Clarkson,Eddie Wright,F,JR,1,0,1,1967-68
1968-03-09,Clarkson,Larry Davenport,F,SO,0,1,1,1967-68
1968-11-29,New Brunswick,Mike Hyndman,F,JR,3,1,4,1968-69
1968-11-29,New Brunswick,Dick Toomey,F,JR,2,4,6,1968-69
1968-11-29,New Brunswick,Herb Wakabayashi,F,SR,2,0,2,1968-69
1968-11-29,New Brunswick,Mickey Gray,F,SR,1,1,2,1968-69
1968-11-29,New Brunswick,Eddie Wright,F,SR,1,2,3,1968-69
1968-11-29,New Brunswick,Larry Davenport,F,JR,1,4,5,1968-69
1968-11-29,New Brunswick,Serge Boily,F,SR,0,3,3,1968-69
1968-11-29,New Brunswick,Eddie Wright,F,SR,0,2,2,1968-69
1968-11-29,New Brunswick,Wayne Decker,D,JR,0,1,1,1968-69
1968-11-29,New Brunswick,Bill Hinch,D,SR,0,1,1,1968-69
1968-11-30,New Brunswick,Serge Boily,F,SR,2,2,4,1968-69
1968-11-30,New Brunswick,Eddie Wright,F,SR,2,1,3,1968-69
1968-11-30,New Brunswick,Steve Stirling,F,SO,2,1,3,1968-69
1968-11-30,New Brunswick,Herb Wakabayashi,F,SR,2,1,3,1968-69
1968-11-30,New Brunswick,Mike Hyndman,F,JR,1,0,1,1968-69
1968-11-30,New Brunswick,Bruce Hatton,F,JR,1,1,2,1968-69
1968-11-30,New Brunswick,Wayne Gowing,F,SO,1,2,3,1968-69
1968-11-30,New Brunswick,Darrell Abbott,D,SR,0,3,3,1968-69
1968-11-30,New Brunswick,Jim Dakin,D,SR,0,2,2,1968-69
1968-11-30,New Brunswick,Larry Davenport,F,JR,0,1,1,1968-69
1968-11-30,New Brunswick,Dick Toomey,F,JR,0,1,1,1968-69
1968-11-30,New Brunswick,Bill Hinch,D,SR,0,1,1,1968-69
1968-11-30,New Brunswick,Wayne Decker,D,JR,0,1,1,1968-69
1968-12-03,Brown,Unknown,,,4,0,4,1968-69
1968-12-07,New Hampshire,Eddie Wright,F,SR,2,0,2,1968-69
1968-12-07,New Hampshire,Herb Wakabayashi,F,SR,1,0,1,1968-69
1968-12-07,New Hampshire,Mike Hyndman,F,JR,0,2,2,1968-69
1968-12-07,New Hampshire,Serge Boily,F,SR,0,2,2,1968-69
1968-12-07,New Hampshire,Darrell Abbott,D,SR,0,1,1,1968-69
1968-12-11,Harvard,Bruce Hatton,F,JR,0,2,2,1968-69
1968-12-11,Harvard,Dick Toomey,F,JR,2,0,2,1968-69
1968-12-11,Harvard,Larry Davenport,F,JR,0,2,2,1968-69
1968-12-11,Harvard,Mike Hyndman,F,JR,0,2,2,1968-69
1968-12-11,Harvard,Steve Stirling,F,SO,1,0,1,1968-69
1968-12-11,Harvard,Wayne Gowing,F,SO,1,1,2,1968-69
1968-12-27,Northeastern,Wayne Gowing,F,SO,1,0,1,1968-69
1968-12-27,Northeastern,Wayne Decker,D,JR,1,0,1,1968-69
1968-12-27,Northeastern,Steve Stirling,F,SO,1,1,2,1968-69
1968-12-27,Northeastern,Serge Boily,F,SR,2,0,2,1968-69
1968-12-27,Northeastern,Mike Hyndman,F,JR,0,2,2,1968-69
1968-12-27,Northeastern,Mickey Gray,F,SR,0,3,3,1968-69
1968-12-27,Northeastern,Herb Wakabayashi,F,SR,0,3,3,1968-69
1968-12-27,Northeastern,Eddie Wright,F,SR,2,0,2,1968-69
1968-12-27,Northeastern,Dick Toomey,F,JR,0,1,1,1968-69
1968-12-27,Northeastern,Darrell Abbott,D,SR,1,1,2,1968-69
