RK,TEAM,DATE,SEASON
2,Minnesota,1988-12-12,1989
3,Harvard,1988-12-12,1989
4,Northern Michigan,1988-12-12,1989
5,St. Lawrence,1988-12-12,1989
6,Boston College,1988-12-12,1989
7,Maine,1988-12-12,1989
8,Lake Superior State,1988-12-12,1989
9,Denver,1988-12-12,1989
10,Illinois Chicago,1988-12-12,1989
1,Michigan State,1988-12-19,1989
2,Northern Michigan,1988-12-19,1989
3,Harvard,1988-12-19,1989
4,Minnesota,1988-12-19,1989
5,Maine,1988-12-19,1989
5,St. Lawrence,1988-12-19,1989
7,Boston College,1988-12-19,1989
8,Lake Superior State,1988-12-19,1989
9,Vermont,1988-12-19,1989
10,Cornell,1988-12-19,1989
1,Michigan State,1989-01-09,1989
2,Minnesota,1989-01-09,1989
3,St. Lawrence,1989-01-09,1989
4,Harvard,1989-01-09,1989
5,Maine,1989-01-09,1989
6,Northern Michigan,1989-01-09,1989
7,Lake Superior State,1989-01-09,1989
8,Boston College,1989-01-09,1989
9,North Dakota,1989-01-09,1989
10,Wisconsin,1989-01-09,1989
1,Minnesota,1989-01-16,1989
2,Harvard,1989-01-16,1989
3,Michigan State,1989-01-16,1989
4,St. Lawrence,1989-01-16,1989
5,Maine,1989-01-16,1989
6,Northern Michigan,1989-01-16,1989
7,Boston College,1989-01-16,1989
8,Lake Superior State,1989-01-16,1989
9,Wisconsin,1989-01-16,1989
10,North Dakota,1989-01-16,1989
1,Harvard,1989-01-23,1989
2,Minnesota,1989-01-23,1989
3,Maine,1989-01-23,1989
4,Boston College,1989-01-23,1989
5,Michigan State,1989-01-23,1989
6,Lake Superior State,1989-01-23,1989
7,St. Lawrence,1989-01-23,1989
8,North Dakota,1989-01-23,1989
9,Northern Michigan,1989-01-23,1989
10,Wisconsin,1989-01-23,1989
1,Harvard,1989-01-30,1989
2,Michigan State,1989-01-30,1989
3,Minnesota,1989-01-30,1989
4,Boston College,1989-01-30,1989
5,St. Lawrence,1989-01-30,1989
6,Maine,1989-01-30,1989
7,Northern Michigan,1989-01-30,1989
8,Lake Superior State,1989-01-30,1989
9,Wisconsin,1989-01-30,1989
10,Illinois Chicago,1989-01-30,1989
1,Minnesota,1989-02-06,1989
2,Michigan State,1989-02-06,1989
3,Harvard,1989-02-06,1989
4,Boston College,1989-02-06,1989
5,Northern Michigan,1989-02-06,1989
6,Maine,1989-02-06,1989
7,Lake Superior State,1989-02-06,1989
8,Wisconsin,1989-02-06,1989
9,St. Lawrence,1989-02-06,1989
10,Michigan,1989-02-06,1989
1,Michigan State,1989-02-13,1989
2,Minnesota,1989-02-13,1989
3,Harvard,1989-02-13,1989
4,Boston College,1989-02-13,1989
5,Maine,1989-02-13,1989
6,Northern Michigan,1989-02-13,1989
7,Lake Superior State,1989-02-13,1989
8,St. Lawrence,1989-02-13,1989
9,Wisconsin,1989-02-13,1989
10,Illinois Chicago,1989-02-13,1989
1,Michigan State,1989-02-20,1989
2,Minnesota,1989-02-20,1989
3,Harvard,1989-02-20,1989
4,Boston College,1989-02-20,1989
5,Northern Michigan,1989-02-20,1989
6,St. Lawrence,1989-02-20,1989
7,Lake Superior State,1989-02-20,1989
8,Maine,1989-02-20,1989
9,Colgate,1989-02-20,1989
10,North Dakota,1989-02-20,1989
1,Harvard,1989-10-16,1990
2,Minnesota,1989-10-16,1990
3,Boston College,1989-10-16,1990
4,Michigan State,1989-10-16,1990
5,Lake Superior State,1989-10-16,1990
6,Northern Michigan,1989-10-16,1990
7,Bowling Green State,1989-10-16,1990
8,Maine,1989-10-16,1990
9,Wisconsin,1989-10-16,1990
10,Minnesota Duluth,1989-10-16,1990
1,Harvard,1989-10-23,1990
2,Boston College,1989-10-23,1990
3,Northern Michigan,1989-10-23,1990
4,Minnesota Duluth,1989-10-23,1990
5,Lake Superior State,1989-10-23,1990
6,Wisconsin,1989-10-23,1990
7,Michigan,1989-10-23,1990
8,Maine,1989-10-23,1990
9,Michigan State,1989-10-23,1990
10,Providence,1989-10-23,1990
1,Minnesota Duluth,1989-10-30,1990
2,Lake Superior State,1989-10-30,1990
3,Harvard,1989-10-30,1990
4,Boston College,1989-10-30,1990
5,Michigan State,1989-10-30,1990
6,Wisconsin,1989-10-30,1990
7,Northern Michigan,1989-10-30,1990
8,Providence,1989-10-30,1990
9,Maine,1989-10-30,1990
10,St. Lawrence,1989-10-30,1990
1,Minnesota Duluth,1989-11-06,1990
2,Lake Superior State,1989-11-06,1990
3,Harvard,1989-11-06,1990
4,Michigan State,1989-11-06,1990
5,Boston College,1989-11-06,1990
6,Wisconsin,1989-11-06,1990
7,Providence,1989-11-06,1990
8,Maine,1989-11-06,1990
9,Clarkson,1989-11-06,1990
10,Minnesota,1989-11-06,1990
1,Lake Superior State,1989-11-13,1990
2,Providence,1989-11-13,1990
3,Michigan State,1989-11-13,1990
4,Minnesota Duluth,1989-11-13,1990
5,Wisconsin,1989-11-13,1990
6,Clarkson,1989-11-13,1990
7,Maine,1989-11-13,1990
8,Minnesota,1989-11-13,1990
9,Harvard,1989-11-13,1990
10,Michigan,1989-11-13,1990
1,Minnesota Duluth,1989-11-20,1990
2,Lake Superior State,1989-11-20,1990
3,Michigan State,1989-11-20,1990
4,Wisconsin,1989-11-20,1990
5,Maine,1989-11-20,1990
6,Providence,1989-11-20,1990
7,Boston University,1989-11-20,1990
8,Northeastern,1989-11-20,1990
8,Clarkson,1989-11-20,1990
10,Minnesota,1989-11-20,1990
1,Lake Superior State,1989-11-27,1990
2,Minnesota Duluth,1989-11-27,1990
3,Michigan State,1989-11-27,1990
4,Maine,1989-11-27,1990
5,Wisconsin,1989-11-27,1990
6,Providence,1989-11-27,1990
7,Northeastern,1989-11-27,1990
8,Colgate,1989-11-27,1990
9,Boston University,1989-11-27,1990
10,Clarkson,1989-11-27,1990
10,Michigan,1989-11-27,1990
1,Lake Superior State,1989-12-04,1990
2,Minnesota Duluth,1989-12-04,1990
3,Michigan State,1989-12-04,1990
4,Wisconsin,1989-12-04,1990
5,Providence,1989-12-04,1990
6,Colgate,1989-12-04,1990
7,Michigan,1989-12-04,1990
8,Maine,1989-12-04,1990
9,Clarkson,1989-12-04,1990
10,Minnesota,1989-12-04,1990
1,Michigan State,1989-12-11,1990
2,Lake Superior State,1989-12-11,1990
3,Minnesota Duluth,1989-12-11,1990
4,Maine,1989-12-11,1990
4,Wisconsin,1989-12-11,1990
6,Providence,1989-12-11,1990
7,Colgate,1989-12-11,1990
8,Northern Michigan,1989-12-11,1990
9,Minnesota,1989-12-11,1990
10,Clarkson,1989-12-11,1990
1,Wisconsin,1990-01-01,1990
2,Lake Superior State,1990-01-01,1990
3,Michigan State,1990-01-01,1990
4,Maine,1990-01-01,1990
5,Providence,1990-01-01,1990
6,Minnesota Duluth,1990-01-01,1990
7,Minnesota,1990-01-01,1990
8,Colgate,1990-01-01,1990
9,Michigan,1990-01-01,1990
10,Clarkson,1990-01-01,1990
1,Lake Superior State,1990-01-08,1990
2,Michigan State,1990-01-08,1990
3,Wisconsin,1990-01-08,1990
4,Providence,1990-01-08,1990
5,Minnesota,1990-01-08,1990
6,Colgate,1990-01-08,1990
7,Minnesota Duluth,1990-01-08,1990
8,Maine,1990-01-08,1990
9,Michigan,1990-01-08,1990
10,Boston College,1990-01-08,1990
1,Michigan State,1990-01-15,1990
2,Minnesota,1990-01-15,1990
3,Wisconsin,1990-01-15,1990
4,Lake Superior State,1990-01-15,1990
5,Providence,1990-01-15,1990
6,Colgate,1990-01-15,1990
7,Clarkson,1990-01-15,1990
8,Minnesota Duluth,1990-01-15,1990
9,Bowling Green State,1990-01-15,1990
10,North Dakota,1990-01-15,1990
1,Michigan State,1990-01-22,1990
2,Minnesota,1990-01-22,1990
3,Providence,1990-01-22,1990
4,Wisconsin,1990-01-22,1990
5,Lake Superior State,1990-01-22,1990
6,Colgate,1990-01-22,1990
7,Boston College,1990-01-22,1990
8,Bowling Green State,1990-01-22,1990
9,Maine,1990-01-22,1990
10,North Dakota,1990-01-22,1990
1,Michigan State,1990-01-29,1990
2,Minnesota,1990-01-29,1990
3,Providence,1990-01-29,1990
4,Wisconsin,1990-01-29,1990
5,Colgate,1990-01-29,1990
6,Lake Superior State,1990-01-29,1990
7,Maine,1990-01-29,1990
8,Boston College,1990-01-29,1990
9,Bowling Green State,1990-01-29,1990
10,North Dakota,1990-01-29,1990
1,Michigan State,1990-02-05,1990
2,Colgate,1990-02-05,1990
3,Wisconsin,1990-02-05,1990
4,Minnesota,1990-02-05,1990
5,Boston College,1990-02-05,1990
6,Lake Superior State,1990-02-05,1990
7,Maine,1990-02-05,1990
8,North Dakota,1990-02-05,1990
9,Bowling Green State,1990-02-05,1990
10,Providence,1990-02-05,1990
1,Michigan State,1990-02-12,1990
2,Wisconsin,1990-02-12,1990
3,Colgate,1990-02-12,1990
4,Lake Superior State,1990-02-12,1990
5,Maine,1990-02-12,1990
6,North Dakota,1990-02-12,1990
7,Minnesota,1990-02-12,1990
8,Boston College,1990-02-12,1990
9,Bowling Green State,1990-02-12,1990
10,Providence,1990-02-12,1990
1,Michigan State,1990-02-19,1990
2,Wisconsin,1990-02-19,1990
3,Lake Superior State,1990-02-19,1990
4,Colgate,1990-02-19,1990
5,Boston College,1990-02-19,1990
6,North Dakota,1990-02-19,1990
7,Maine,1990-02-19,1990
8,Minnesota,1990-02-19,1990
9,Bowling Green State,1990-02-19,1990
10,Boston University,1990-02-19,1990
10,Providence,1990-02-19,1990
1,Michigan State,1990-02-26,1990
2,Wisconsin,1990-02-26,1990
3,Lake Superior State,1990-02-26,1990
4,Colgate,1990-02-26,1990
5,Maine,1990-02-26,1990
6,Boston College,1990-02-26,1990
7,North Dakota,1990-02-26,1990
8,Minnesota,1990-02-26,1990
9,Bowling Green State,1990-02-26,1990
10,Providence,1990-02-26,1990
1,North Dakota,1990-10-15,1991
2,Boston University,1990-10-15,1991
3,Michigan State,1990-10-15,1991
4,Michigan,1990-10-15,1991
5,Northern Michigan,1990-10-15,1991
6,Boston College,1990-10-15,1991
7,Wisconsin,1990-10-15,1991
7,Minnesota,1990-10-15,1991
9,Lake Superior State,1990-10-15,1991
9,Maine,1990-10-15,1991
30,Cornell,1990-10-15,1991
30,Clarkson,1990-10-15,1991
30,Rensselaer,1990-10-15,1991
30,Minnesota Duluth,1990-10-15,1991
30,Harvard,1990-10-15,1991
1,Boston University,1990-10-22,1991
2,Lake Superior State,1990-10-22,1991
3,Northern Michigan,1990-10-22,1991
4,Boston College,1990-10-22,1991
5,North Dakota,1990-10-22,1991
6,Minnesota,1990-10-22,1991
7,Wisconsin,1990-10-22,1991
8,Michigan State,1990-10-22,1991
9,Maine,1990-10-22,1991
10,Michigan,1990-10-22,1991
1,Boston University,1990-10-29,1991
2,Northern Michigan,1990-10-29,1991
3,Lake Superior State,1990-10-29,1991
4,North Dakota,1990-10-29,1991
5,Boston College,1990-10-29,1991
6,Michigan,1990-10-29,1991
7,Minnesota,1990-10-29,1991
8,Wisconsin,1990-10-29,1991
9,Maine,1990-10-29,1991
10,Michigan State,1990-10-29,1991
1,Northern Michigan,1990-11-05,1991
2,Lake Superior State,1990-11-05,1991
3,Boston College,1990-11-05,1991
4,Minnesota,1990-11-05,1991
5,Maine,1990-11-05,1991
6,Boston University,1990-11-05,1991
7,Michigan,1990-11-05,1991
8,Colgate,1990-11-05,1991
9,North Dakota,1990-11-05,1991
10,Clarkson,1990-11-05,1991
1,Northern Michigan,1990-11-12,1991
2,Lake Superior State,1990-11-12,1991
3,Minnesota,1990-11-12,1991
4,Boston College,1990-11-12,1991
5,Maine,1990-11-12,1991
6,North Dakota,1990-11-12,1991
7,Michigan,1990-11-12,1991
8,Clarkson,1990-11-12,1991
9,Boston University,1990-11-12,1991
10,Colgate,1990-11-12,1991
1,Minnesota,1990-11-19,1991
2,Lake Superior State,1990-11-19,1991
3,Northern Michigan,1990-11-19,1991
4,Maine,1990-11-19,1991
5,Boston College,1990-11-19,1991
6,Michigan,1990-11-19,1991
7,Clarkson,1990-11-19,1991
8,Boston University,1990-11-19,1991
9,North Dakota,1990-11-19,1991
10,Cornell,1990-11-19,1991
1,Minnesota,1990-11-26,1991
2,Maine,1990-11-26,1991
3,Boston College,1990-11-26,1991
4,Lake Superior State,1990-11-26,1991
5,Clarkson,1990-11-26,1991
6,Northern Michigan,1990-11-26,1991
7,Boston University,1990-11-26,1991
8,Cornell,1990-11-26,1991
9,Michigan,1990-11-26,1991
10,North Dakota,1990-11-26,1991
1,Minnesota,1990-12-03,1991
2,Boston College,1990-12-03,1991
3,Lake Superior State,1990-12-03,1991
4,Maine,1990-12-03,1991
5,Northern Michigan,1990-12-03,1991
6,Boston University,1990-12-03,1991
7,North Dakota,1990-12-03,1991
8,Michigan,1990-12-03,1991
9,Providence,1990-12-03,1991
10,Wisconsin,1990-12-03,1991
1,Minnesota,1990-12-10,1991
2,Lake Superior State,1990-12-10,1991
3,Boston College,1990-12-10,1991
4,Northern Michigan,1990-12-10,1991
5,Michigan,1990-12-10,1991
6,Boston University,1990-12-10,1991
7,Maine,1990-12-10,1991
8,Cornell,1990-12-10,1991
9,Bowling Green State,1990-12-10,1991
10,Harvard,1990-12-10,1991
1,Minnesota,1990-12-17,1991
2,Lake Superior State,1990-12-17,1991
3,Northern Michigan,1990-12-17,1991
4,Boston College,1990-12-17,1991
5,Boston University,1990-12-17,1991
6,Michigan,1990-12-17,1991
7,Maine,1990-12-17,1991
8,Cornell,1990-12-17,1991
9,North Dakota,1990-12-17,1991
10,Harvard,1990-12-17,1991
10,Ferris State,1990-12-17,1991
1,Minnesota,1990-12-31,1991
2,Lake Superior State,1990-12-31,1991
3,Northern Michigan,1990-12-31,1991
4,Boston College,1990-12-31,1991
5,Boston University,1990-12-31,1991
6,Michigan,1990-12-31,1991
7,Maine,1990-12-31,1991
8,Cornell,1990-12-31,1991
9,North Dakota,1990-12-31,1991
10,Ferris State,1990-12-31,1991
10,Harvard,1990-12-31,1991
1,Lake Superior State,1991-01-07,1991
2,Minnesota,1991-01-07,1991
3,Northern Michigan,1991-01-07,1991
4,Boston College,1991-01-07,1991
5,Michigan,1991-01-07,1991
6,Boston University,1991-01-07,1991
7,Wisconsin,1991-01-07,1991
7,Maine,1991-01-07,1991
9,Cornell,1991-01-07,1991
10,St. Lawrence,1991-01-07,1991
1,Lake Superior State,1991-01-14,1991
2,Minnesota,1991-01-14,1991
3,Boston College,1991-01-14,1991
4,Northern Michigan,1991-01-14,1991
5,Michigan,1991-01-14,1991
6,Wisconsin,1991-01-14,1991
7,Boston University,1991-01-14,1991
8,Maine,1991-01-14,1991
9,Clarkson,1991-01-14,1991
10,Ferris State,1991-01-14,1991
1,Lake Superior State,1991-01-21,1991
2,Northern Michigan,1991-01-21,1991
3,Boston College,1991-01-21,1991
4,Minnesota,1991-01-21,1991
5,Michigan,1991-01-21,1991
6,Maine,1991-01-21,1991
7,Boston University,1991-01-21,1991
8,Wisconsin,1991-01-21,1991
9,Cornell,1991-01-21,1991
10,Clarkson,1991-01-21,1991
1,Lake Superior State,1991-01-28,1991
2,Minnesota,1991-01-28,1991
3,Northern Michigan,1991-01-28,1991
4,Michigan,1991-01-28,1991
5,Maine,1991-01-28,1991
6,Boston College,1991-01-28,1991
7,Clarkson,1991-01-28,1991
8,Cornell,1991-01-28,1991
9,Boston University,1991-01-28,1991
10,Wisconsin,1991-01-28,1991
1,Lake Superior State,1991-02-04,1991
2,Northern Michigan,1991-02-04,1991
3,Boston College,1991-02-04,1991
4,Michigan,1991-02-04,1991
5,Maine,1991-02-04,1991
6,Minnesota,1991-02-04,1991
7,Cornell,1991-02-04,1991
8,Clarkson,1991-02-04,1991
9,Boston University,1991-02-04,1991
10,Wisconsin,1991-02-04,1991
1,Lake Superior State,1991-02-11,1991
2,Northern Michigan,1991-02-11,1991
3,Boston College,1991-02-11,1991
4,Michigan,1991-02-11,1991
5,Minnesota,1991-02-11,1991
6,Maine,1991-02-11,1991
7,Clarkson,1991-02-11,1991
8,Cornell,1991-02-11,1991
9,Wisconsin,1991-02-11,1991
10,Boston University,1991-02-11,1991
1,Lake Superior State,1991-02-18,1991
2,Northern Michigan,1991-02-18,1991
3,Boston College,1991-02-18,1991
4,Minnesota,1991-02-18,1991
5,Michigan,1991-02-18,1991
6,Maine,1991-02-18,1991
7,Clarkson,1991-02-18,1991
8,Boston University,1991-02-18,1991
9,Wisconsin,1991-02-18,1991
10,Cornell,1991-02-18,1991
1,Lake Superior State,1991-02-25,1991
2,Northern Michigan,1991-02-25,1991
3,Boston College,1991-02-25,1991
4,Maine,1991-02-25,1991
5,Michigan,1991-02-25,1991
6,Minnesota,1991-02-25,1991
7,Clarkson,1991-02-25,1991
8,Boston University,1991-02-25,1991
9,Wisconsin,1991-02-25,1991
10,Cornell,1991-02-25,1991
1,Maine,1991-10-21,1992
2,Michigan,1991-10-21,1992
3,Northern Michigan,1991-10-21,1992
4,Minnesota,1991-10-21,1992
5,Clarkson,1991-10-21,1992
6,Providence,1991-10-21,1992
7,North Dakota,1991-10-21,1992
8,Lake Superior State,1991-10-21,1992
9,Bowling Green State,1991-10-21,1992
10,Boston University,1991-10-21,1992
1,Maine,1991-10-28,1992
2,Northern Michigan,1991-10-28,1992
3,Clarkson,1991-10-28,1992
4,Lake Superior State,1991-10-28,1992
5,North Dakota,1991-10-28,1992
6,Wisconsin,1991-10-28,1992
7,Boston University,1991-10-28,1992
8,Michigan,1991-10-28,1992
9,Michigan State,1991-10-28,1992
10,Minnesota,1991-10-28,1992
1,Maine,1991-11-04,1992
2,Clarkson,1991-11-04,1992
3,Lake Superior State,1991-11-04,1992
4,North Dakota,1991-11-04,1992
5,Minnesota,1991-11-04,1992
6,Michigan,1991-11-04,1992
7,Boston University,1991-11-04,1992
8,Wisconsin,1991-11-04,1992
9,Vermont,1991-11-04,1992
10,Northern Michigan,1991-11-04,1992
1,Maine,1991-11-11,1992
2,Michigan,1991-11-11,1992
3,Lake Superior State,1991-11-11,1992
4,Wisconsin,1991-11-11,1992
5,Boston University,1991-11-11,1992
6,Clarkson,1991-11-11,1992
7,New Hampshire,1991-11-11,1992
8,Michigan State,1991-11-11,1992
9,Northern Michigan,1991-11-11,1992
10,St. Lawrence,1991-11-11,1992
1,Michigan,1991-11-18,1992
2,Maine,1991-11-18,1992
3,Lake Superior State,1991-11-18,1992
4,Boston University,1991-11-18,1992
5,Clarkson,1991-11-18,1992
6,Minnesota,1991-11-18,1992
7,New Hampshire,1991-11-18,1992
8,St. Lawrence,1991-11-18,1992
9,Michigan State,1991-11-18,1992
10,Northern Michigan,1991-11-18,1992
1,Maine,1991-11-25,1992
2,Lake Superior State,1991-11-25,1992
3,Michigan,1991-11-25,1992
4,Clarkson,1991-11-25,1992
5,New Hampshire,1991-11-25,1992
6,Northern Michigan,1991-11-25,1992
7,Minnesota,1991-11-25,1992
8,Michigan State,1991-11-25,1992
9,St. Lawrence,1991-11-25,1992
10,Boston University,1991-11-25,1992
1,Maine,1991-12-02,1992
2,Michigan,1991-12-02,1992
3,Minnesota,1991-12-02,1992
4,Clarkson,1991-12-02,1992
5,Lake Superior State,1991-12-02,1992
6,Northern Michigan,1991-12-02,1992
7,New Hampshire,1991-12-02,1992
8,Michigan State,1991-12-02,1992
9,Providence,1991-12-02,1992
10,St. Lawrence,1991-12-02,1992
1,Maine,1991-12-09,1992
2,Lake Superior State,1991-12-09,1992
3,Clarkson,1991-12-09,1992
4,Minnesota,1991-12-09,1992
5,Michigan State,1991-12-09,1992
6,Northern Michigan,1991-12-09,1992
7,St. Lawrence,1991-12-09,1992
7,Michigan,1991-12-09,1992
9,Wisconsin,1991-12-09,1992
10,Alaska Anchorage,1991-12-09,1992
1,Maine,1991-12-16,1992
2,Northern Michigan,1991-12-16,1992
3,Lake Superior State,1991-12-16,1992
4,Clarkson,1991-12-16,1992
5,St. Lawrence,1991-12-16,1992
6,Minnesota,1991-12-16,1992
7,Michigan State,1991-12-16,1992
8,Michigan,1991-12-16,1992
9,Wisconsin,1991-12-16,1992
10,Yale,1991-12-16,1992
1,Maine,1991-12-30,1992
2,Lake Superior State,1991-12-30,1992
3,Michigan,1991-12-30,1992
4,Northern Michigan,1991-12-30,1992
5,St. Lawrence,1991-12-30,1992
6,Clarkson,1991-12-30,1992
7,Wisconsin,1991-12-30,1992
7,Minnesota,1991-12-30,1992
9,Boston University,1991-12-30,1992
10,Michigan State,1991-12-30,1992
1,Maine,1992-01-06,1992
2,Lake Superior State,1992-01-06,1992
3,Northern Michigan,1992-01-06,1992
4,Michigan,1992-01-06,1992
5,Minnesota,1992-01-06,1992
6,St. Lawrence,1992-01-06,1992
7,Clarkson,1992-01-06,1992
8,Wisconsin,1992-01-06,1992
9,Boston University,1992-01-06,1992
10,Michigan State,1992-01-06,1992
1,Maine,1992-01-13,1992
2,Northern Michigan,1992-01-13,1992
3,Lake Superior State,1992-01-13,1992
4,Minnesota,1992-01-13,1992
5,Michigan,1992-01-13,1992
6,Boston University,1992-01-13,1992
7,St. Lawrence,1992-01-13,1992
8,Michigan State,1992-01-13,1992
9,Clarkson,1992-01-13,1992
10,Wisconsin,1992-01-13,1992
1,Maine,1992-01-20,1992
2,Minnesota,1992-01-20,1992
3,Lake Superior State,1992-01-20,1992
4,Northern Michigan,1992-01-20,1992
5,Boston University,1992-01-20,1992
6,Michigan,1992-01-20,1992
7,Wisconsin,1992-01-20,1992
8,Clarkson,1992-01-20,1992
9,Michigan State,1992-01-20,1992
10,St. Lawrence,1992-01-20,1992
1,Maine,1992-01-27,1992
2,Minnesota,1992-01-27,1992
3,Lake Superior State,1992-01-27,1992
4,Michigan,1992-01-27,1992
5,Northern Michigan,1992-01-27,1992
6,St. Lawrence,1992-01-27,1992
7,Wisconsin,1992-01-27,1992
8,Michigan State,1992-01-27,1992
9,Boston University,1992-01-27,1992
10,Providence,1992-01-27,1992
10,Clarkson,1992-01-27,1992
1,Minnesota,1992-02-03,1992
2,Michigan,1992-02-03,1992
3,Maine,1992-02-03,1992
4,Lake Superior State,1992-02-03,1992
5,Boston University,1992-02-03,1992
6,Wisconsin,1992-02-03,1992
7,Northern Michigan,1992-02-03,1992
8,Harvard,1992-02-03,1992
9,Michigan State,1992-02-03,1992
10,St. Lawrence,1992-02-03,1992
1,Maine,1992-02-10,1992
2,Minnesota,1992-02-10,1992
3,Michigan,1992-02-10,1992
4,Boston University,1992-02-10,1992
5,Wisconsin,1992-02-10,1992
6,Michigan State,1992-02-10,1992
7,Lake Superior State,1992-02-10,1992
8,St. Lawrence,1992-02-10,1992
9,Clarkson,1992-02-10,1992
10,Harvard,1992-02-10,1992
1,Minnesota,1992-02-17,1992
2,Maine,1992-02-17,1992
3,Michigan,1992-02-17,1992
4,Lake Superior State,1992-02-17,1992
5,Boston University,1992-02-17,1992
6,Wisconsin,1992-02-17,1992
7,Michigan State,1992-02-17,1992
8,Northern Michigan,1992-02-17,1992
9,St. Lawrence,1992-02-17,1992
10,Harvard,1992-02-17,1992
1,Michigan,1992-02-24,1992
2,Maine,1992-02-24,1992
3,Minnesota,1992-02-24,1992
4,Lake Superior State,1992-02-24,1992
5,Boston University,1992-02-24,1992
6,Michigan State,1992-02-24,1992
6,Harvard,1992-02-24,1992
8,Northern Michigan,1992-02-24,1992
8,Wisconsin,1992-02-24,1992
10,New Hampshire,1992-02-24,1992
30,Clarkson,1992-02-24,1992
30,Providence,1992-02-24,1992
30,Western Michigan,1992-02-24,1992
1,Maine,1992-03-02,1992
2,Minnesota,1992-03-02,1992
3,Michigan,1992-03-02,1992
4,Wisconsin,1992-03-02,1992
5,Michigan State,1992-03-02,1992
6,Lake Superior State,1992-03-02,1992
7,Boston University,1992-03-02,1992
8,Northern Michigan,1992-03-02,1992
9,St. Lawrence,1992-03-02,1992
10,New Hampshire,1992-03-02,1992
30,Harvard,1992-03-02,1992
30,Providence,1992-03-02,1992
1,Michigan,1992-10-26,1993
2,Maine,1992-10-26,1993
3,Lake Superior State,1992-10-26,1993
4,Minnesota,1992-10-26,1993
4,Boston University,1992-10-26,1993
6,Clarkson,1992-10-26,1993
7,Michigan State,1992-10-26,1993
8,Wisconsin,1992-10-26,1993
9,Michigan Tech,1992-10-26,1993
10,Harvard,1992-10-26,1993
1,Maine,1992-11-02,1993
2,Lake Superior State,1992-11-02,1993
3,Boston University,1992-11-02,1993
4,Wisconsin,1992-11-02,1993
4,Michigan,1992-11-02,1993
6,Denver,1992-11-02,1993
7,Minnesota,1992-11-02,1993
8,Michigan Tech,1992-11-02,1993
8,Miami,1992-11-02,1993
10,Harvard,1992-11-02,1993
1,Maine,1992-11-09,1993
2,Lake Superior State,1992-11-09,1993
3,Boston University,1992-11-09,1993
4,Michigan,1992-11-09,1993
5,Wisconsin,1992-11-09,1993
6,Clarkson,1992-11-09,1993
7,Western Michigan,1992-11-09,1993
7,Harvard,1992-11-09,1993
9,Michigan Tech,1992-11-09,1993
10,Denver,1992-11-09,1993
1,Lake Superior State,1992-11-16,1993
2,Maine,1992-11-16,1993
3,Denver,1992-11-16,1993
4,Michigan,1992-11-16,1993
5,Wisconsin,1992-11-16,1993
6,Harvard,1992-11-16,1993
7,Boston University,1992-11-16,1993
8,Miami,1992-11-16,1993
9,Michigan Tech,1992-11-16,1993
10,Western Michigan,1992-11-16,1993
1,Maine,1992-11-23,1993
2,Lake Superior State,1992-11-23,1993
3,Michigan,1992-11-23,1993
4,Wisconsin,1992-11-23,1993
5,Harvard,1992-11-23,1993
6,Miami,1992-11-23,1993
7,Denver,1992-11-23,1993
8,Yale,1992-11-23,1993
9,Clarkson,1992-11-23,1993
9,Minnesota,1992-11-23,1993
9,St. Lawrence,1992-11-23,1993
1,Maine,1992-11-30,1993
2,Lake Superior State,1992-11-30,1993
3,Michigan,1992-11-30,1993
4,Harvard,1992-11-30,1993
4,Miami,1992-11-30,1993
6,Denver,1992-11-30,1993
7,Minnesota Duluth,1992-11-30,1993
8,Wisconsin,1992-11-30,1993
9,Minnesota,1992-11-30,1993
10,St. Lawrence,1992-11-30,1993
1,Maine,1992-12-07,1993
2,Lake Superior State,1992-12-07,1993
3,Harvard,1992-12-07,1993
4,Minnesota Duluth,1992-12-07,1993
5,Miami,1992-12-07,1993
6,Michigan,1992-12-07,1993
7,Wisconsin,1992-12-07,1993
8,Minnesota,1992-12-07,1993
9,Michigan State,1992-12-07,1993
10,St. Lawrence,1992-12-07,1993
1,Maine,1992-12-14,1993
2,Michigan,1992-12-14,1993
3,Lake Superior State,1992-12-14,1993
4,Harvard,1992-12-14,1993
5,Miami,1992-12-14,1993
6,Minnesota Duluth,1992-12-14,1993
7,Michigan State,1992-12-14,1993
8,Wisconsin,1992-12-14,1993
9,Denver,1992-12-14,1993
10,St. Lawrence,1992-12-14,1993
1,Maine,1993-01-04,1993
2,Michigan,1993-01-04,1993
3,Harvard,1993-01-04,1993
4,Minnesota Duluth,1993-01-04,1993
5,Lake Superior State,1993-01-04,1993
6,Miami,1993-01-04,1993
7,Boston University,1993-01-04,1993
8,Wisconsin,1993-01-04,1993
9,St. Lawrence,1993-01-04,1993
10,Minnesota,1993-01-04,1993
1,Maine,1993-01-11,1993
2,Harvard,1993-01-11,1993
3,Boston University,1993-01-11,1993
4,Minnesota Duluth,1993-01-11,1993
5,Miami,1993-01-11,1993
6,Michigan,1993-01-11,1993
7,Lake Superior State,1993-01-11,1993
8,Wisconsin,1993-01-11,1993
9,Michigan State,1993-01-11,1993
10,Yale,1993-01-11,1993
1,Maine,1993-01-18,1993
2,Harvard,1993-01-18,1993
3,Michigan,1993-01-18,1993
4,Boston University,1993-01-18,1993
5,Miami,1993-01-18,1993
6,Minnesota Duluth,1993-01-18,1993
7,Lake Superior State,1993-01-18,1993
8,Wisconsin,1993-01-18,1993
