12/10/2008,Boston College,Allyse Wilcox,SR,8,4,1,0,20:24,,2008-09
01/02/2009,Ohio State,Allyse Wilcox,SR,28,3,1,0,60:00,W,2008-09
01/03/2009,Ohio State,Melissa Haber,JR,27,2,1,0,65:00,T,2008-09
01/08/2009,Northeastern,Allyse Wilcox,SR,13,2,1,0,45:57,L,2008-09
01/08/2009,Northeastern,Allyse Wilcox,SR,1,0,1,0,11:21,,2008-09
01/10/2009,Connecticut,Melissa Haber,JR,14,2,1,0,57:09,L,2008-09
01/10/2009,Connecticut,Melissa Haber,JR,2,0,1,0,2:36,,2008-09
01/17/2009,Maine,Allyse Wilcox,SR,24,2,1,0,60:00,W,2008-09
01/18/2009,Maine,Melissa Haber,JR,15,1,1,0,60:00,W,2008-09
01/24/2009,Providence,Allyse Wilcox,SR,23,2,1,0,58:00,L,2008-09
01/24/2009,Providence,Allyse Wilcox,SR,0,0,1,0,0:15,,2008-09
01/25/2009,Providence,Melissa Haber,JR,20,2,1,0,58:39,L,2008-09
01/25/2009,Providence,Melissa Haber,JR,0,0,1,0,0:17,,2008-09
01/30/2009,Vermont,Allyse Wilcox,SR,25,2,1,0,60:00,W,2008-09
01/31/2009,Vermont,Melissa Haber,JR,3,0,1,0,11:44,,2008-09
01/31/2009,Vermont,Melissa Haber,JR,20,0,1,1,48:13,W,2008-09
02/03/2009,Harvard,Allyse Wilcox,SR,25,6,1,0,50:02,L,2008-09
02/03/2009,Harvard,Ashley Leichliter,JR,4,2,1,0,9:58,,2008-09
02/06/2009,Connecticut,Melissa Haber,JR,30,2,1,0,65:00,T,2008-09
02/07/2009,Connecticut,Allyse Wilcox,SR,23,1,1,0,60:00,W,2008-09
02/10/2009,Northeastern,Melissa Haber,JR,17,1,1,0,60:00,W,2008-09
02/14/2009,Boston College,Allyse Wilcox,SR,23,3,1,0,65:00,T,2008-09
02/21/2009,Northeastern,Allyse Wilcox,SR,20,0,1,1,60:00,W,2008-09
02/22/2009,Northeastern,Allyse Wilcox,SR,16,1,1,0,54:49,W,2008-09
02/22/2009,Northeastern,Ashley Leichliter,JR,0,0,1,0,5:11,,2008-09
02/28/2009,Northeastern,Allyse Wilcox,SR,22,1,1,0,60:00,W,2008-09
03/07/2009,Boston College,Allyse Wilcox,SR,18,3,1,0,59:04,L,2008-09
10/02/2009,Ohio State,Melissa Haber,SR,5,0,1,0,13:24,,2009-10
10/02/2009,Ohio State,Melissa Haber,SR,15,0,1,0,28:02,,2009-10
10/02/2009,Ohio State,Melissa Haber,SR,7,1,1,0,23:21,T,2009-10
10/03/2009,Ohio State,Melissa Haber,SR,32,4,1,0,65:00,T,2009-10
10/09/2009,Robert Morris,Melissa Haber,SR,21,3,1,0,51:19,,2009-10
10/09/2009,Robert Morris,Melissa Haber,SR,3,0,1,1,13:16,W,2009-10
10/16/2009,Wayne State,Alissa Fromkin,FR,21,4,1,0,58:03,,2009-10
10/16/2009,Wayne State,Alissa Fromkin,FR,0,0,1,0,0:30,,2009-10
10/16/2009,Wayne State,Alissa Fromkin,FR,0,0,1,1,0:42,T,2009-10
10/16/2009,Wayne State,Alissa Fromkin,FR,1,0,1,0,5:02,,2009-10
10/17/2009,Wayne State,Melissa Haber,SR,18,2,1,0,60:00,W,2009-10
10/23/2009,St. Lawrence,Melissa Haber,SR,27,2,1,0,65:00,T,2009-10
10/24/2009,Clarkson,Melissa Haber,SR,16,7,1,0,37:22,L,2009-10
10/24/2009,Clarkson,Melissa Haber,SR,0,0,1,0,2:31,,2009-10
10/24/2009,Clarkson,Alissa Fromkin,FR,7,0,1,0,20:00,,2009-10
10/31/2009,Providence,Melissa Haber,SR,24,1,1,0,60:00,W,2009-10
11/02/2009,Boston College,Melissa Haber,SR,14,2,1,0,58:45,L,2009-10
11/02/2009,Boston College,Melissa Haber,SR,0,0,1,0,0:02,,2009-10
11/06/2009,New Hampshire,Melissa Haber,SR,28,4,1,0,59:06,L,2009-10
11/07/2009,New Hampshire,Alissa Fromkin,FR,21,4,1,0,65:00,T,2009-10
11/11/2009,Vermont,Melissa Haber,SR,16,0,1,1,60:00,W,2009-10
11/14/2009,Providence,Melissa Haber,SR,32,3,1,0,60:00,W,2009-10
11/15/2009,Providence,Alissa Fromkin,FR,19,6,1,0,60:00,L,2009-10
11/18/2009,Boston College,Melissa Haber,SR,37,0,1,1,60:00,W,2009-10
11/24/2009,Maine,Melissa Haber,SR,26,1,1,0,65:00,T,2009-10
11/27/2009,Princeton,Melissa Haber,SR,31,2,1,0,59:31,L,2009-10
11/27/2009,Princeton,Melissa Haber,SR,0,0,1,0,0:09,,2009-10
11/28/2009,Princeton,Melissa Haber,SR,31,2,1,0,60:00,W,2009-10
12/04/2009,Connecticut,Melissa Haber,SR,13,0,1,0,25:05,,2009-10
12/04/2009,Connecticut,Melissa Haber,SR,19,3,1,0,32:05,L,2009-10
12/04/2009,Connecticut,Melissa Haber,SR,0,0,1,0,0:03,,2009-10
12/05/2009,Connecticut,Melissa Haber,SR,31,1,1,0,65:00,T,2009-10
01/08/2010,Yale,Melissa Haber,SR,27,1,1,0,60:00,W,2009-10
01/10/2010,Brown,Melissa Haber,SR,18,5,1,0,65:00,T,2009-10
01/19/2010,Boston College,Melissa Haber,SR,21,1,1,0,60:00,W,2009-10
01/22/2010,Vermont,Melissa Haber,SR,16,2,1,0,60:42,L,2009-10
01/23/2010,Vermont,Alissa Fromkin,FR,17,2,1,0,60:00,W,2009-10
01/26/2010,Northeastern,Melissa Haber,SR,10,0,1,0,16:18,,2009-10
01/26/2010,Northeastern,Melissa Haber,SR,13,1,1,0,28:13,,2009-10
01/26/2010,Northeastern,Melissa Haber,SR,2,1,1,0,20:17,T,2009-10
01/29/2010,Connecticut,Melissa Haber,SR,21,2,1,0,59:25,L,2009-10
02/02/2010,Northeastern,Melissa Haber,SR,13,3,1,0,20:00,,2009-10
02/02/2010,Northeastern,Alissa Fromkin,FR,21,1,1,0,45:00,T,2009-10
02/06/2010,New Hampshire,Melissa Haber,SR,33,2,1,0,60:00,W,2009-10
02/09/2010,Boston College,Alissa Fromkin,FR,16,1,1,0,65:00,T,2009-10
02/13/2010,Northeastern,Melissa Haber,SR,22,2,1,0,65:00,T,2009-10
02/14/2010,Northeastern,Melissa Haber,SR,19,1,1,0,60:00,W,2009-10
02/20/2010,Maine,Alissa Fromkin,FR,20,1,1,0,60:00,W,2009-10
02/21/2010,Maine,Melissa Haber,SR,8,0,1,0,11:20,,2009-10
02/21/2010,Maine,Melissa Haber,SR,0,0,1,0,4:38,,2009-10
02/21/2010,Maine,Melissa Haber,SR,16,0,1,1,43:39,W,2009-10
02/28/2010,Boston College,Melissa Haber,SR,12,1,1,0,33:55,,2009-10
02/28/2010,Boston College,Melissa Haber,SR,5,0,1,1,25:57,W,2009-10
03/06/2010,New Hampshire,Melissa Haber,SR,9,0,1,1,28:51,W,2009-10
03/06/2010,New Hampshire,Melissa Haber,SR,8,0,1,0,30:52,,2009-10
03/07/2010,Connecticut,Melissa Haber,SR,4,0,1,0,12:20,,2009-10
03/07/2010,Connecticut,Melissa Haber,SR,21,1,1,0,57:11,W,2009-10
03/13/2010,Mercyhurst,Melissa Haber,SR,27,3,1,0,52:22,L,2009-10
03/13/2010,Mercyhurst,Melissa Haber,SR,2,1,1,0,6:22,,2009-10
10/02/2010,North Dakota,Alissa Fromkin,SO,15,2,1,0,22:50,,2010-11
10/02/2010,North Dakota,Alissa Fromkin,SO,13,3,1,0,33:23,L,2010-11
10/02/2010,North Dakota,Alissa Fromkin,SO,0,0,1,0,1:56,,2010-11
10/03/2010,North Dakota,Kerrin Sperry,FR,21,2,1,0,60:00,W,2010-11
10/09/2010,Union,Alissa Fromkin,SO,0,0,1,0,3:36,,2010-11
10/09/2010,Union,Alissa Fromkin,SO,1,1,1,0,18:48,,2010-11
10/09/2010,Union,Alissa Fromkin,SO,2,1,1,0,17:26,W,2010-11
10/09/2010,Union,Alissa Fromkin,SO,5,0,1,0,19:17,,2010-11
10/15/2010,Wayne State,Kerrin Sperry,FR,11,2,1,0,47:56,W,2010-11
10/15/2010,Wayne State,Kerrin Sperry,FR,3,0,1,0,11:50,,2010-11
